final_h,final_t,L,d_sequence,hash
7.83,52,3,"[19, 3, 4]",cd06688d12e349bcc2da9445e490b041
7.17,58,3,"[2, 24, 3]",66ef8386a05fc48668a116b4899c5ce7
7.17,58,3,"[24, 2, 3]",ae322d4d2dc8b3e93b76b9925b407bf7
7.78,58,3,"[2, 22, 5]",6d5d9d8dc5efa383d8dcf1ac52666adf
7.17,58,3,"[3, 2, 24]",5ef891a2528293c99420aa78112621ec
7.02,46,2,"[13, 10]",f3d5e0f31eff4ab59a3e9a5600a89dd0
7.04,46,2,"[11, 12]",cc0edba3fd223b0f1f09d5d1e217a3ad
7.75,66,3,"[2, 4, 27]",1cb80b338a8b07ec94061fb77047ffd3
7.04,46,2,"[12, 11]",5098ce80f7ec80b508a63cfaed787561
7.98,58,3,"[2, 21, 6]",1332ea70a145ff7dacdddca2a9ae0292
7.34,64,3,"[2, 27, 3]",4e29f597472dd387c9da833ac3ce8e53
7.02,46,2,"[10, 13]",7954cfe9687cf5854bec11b11d67b01d
7.75,60,3,"[3, 3, 24]",bfb7f0c493281410b90e50b39a26fdd1
7.34,64,3,"[27, 2, 3]",ccf7f6bc713ef3331f19c7828a72900b
7.83,54,3,"[19, 6, 2]",b201fb72f7336af33b2ca164fbd4b141
7.75,60,3,"[24, 3, 3]",5afac8ae719a039e755730df19a32c96
7.91,54,3,"[20, 4, 3]",268c318d625269452972aeea605fac80
7.56,54,3,"[3, 21, 3]",b8ed5cb9e88a876dd6545e2037dbe600
7.87,64,3,"[26, 3, 3]",3c068a6ceb27810c5c4ebd639214a7ba
7.69,58,3,"[3, 3, 23]",c28e486d53ab5236ba3d87b304829763
7.11,56,3,"[2, 23, 3]",9901e183bbf003f5a3da0bf349fc5925
7.98,54,3,"[18, 7, 2]",a654923d6368da2c89c705ece0725b02
7.71,56,3,"[21, 5, 2]",b73c5c6709deaea07913e6985067f1de
7.98,56,3,"[3, 21, 4]",884bcc8a2fa9f2eecc3c536ee76c96b3
7.04,54,3,"[22, 3, 2]",9b6636d4189a4d63be98345bd21d252c
7.91,54,3,"[20, 3, 4]",9578728e6477c7261bc28cd4aa2f8a46
7.39,54,3,"[2, 21, 4]",765c54b749f296ef70c2c5cc325c8bb9
7.83,52,3,"[4, 3, 19]",5f53bf531bcf0704e43e9eac182df920
7.91,62,3,"[5, 2, 24]",d745e5ceb84d57ae5518df9a1d64a089
7.91,62,3,"[2, 5, 24]",9a323612a5efc9355b673119920c5ca0
7.49,52,3,"[3, 20, 3]",fdd2731b660fea3ceec7bc340ea3d1c2
7.52,58,3,"[23, 4, 2]",b8789cb5c3ece1484df6bb77bee887ad
7.91,62,3,"[24, 2, 5]",f7c2f1ba0f123d71e0844af25c8c9539
7.83,52,3,"[4, 19, 3]",3e09a8cf3880051073afb76eb877c753
7.52,58,3,"[2, 4, 23]",fad86f46299dcfbb9be7df6fe4d9fe20
7.98,58,3,"[6, 2, 21]",389e3ea49061a5ef454fc8b720378b36
7.92,30,5,"[3, 3, 3, 3, 3]",fa1e369eaf5eb4bb80b65b45f75d459c
7.52,58,3,"[2, 23, 4]",4aa1589cd8da9f8fcbc018a306da169a
7.44,68,3,"[3, 29, 2]",8c0093f187db9f516f25725b13e937bb
7.91,62,3,"[24, 5, 2]",446f3007a8ddddd213484074737ed9c0
7.58,60,3,"[4, 24, 2]",20497e7105ed0ad29b65481b135c5cfd
7.34,28,5,"[2, 3, 3, 3, 3]",437283ce113f022a2363ed764a0f2261
7.91,62,3,"[2, 24, 5]",430db8097ae85567aa4d6f42cfc35069
7.34,28,5,"[3, 3, 3, 3, 2]",ccf2d349f1709079375c989c0520e8ec
7.34,28,5,"[3, 2, 3, 3, 3]",77d3f2e7455fb2355e6f331e9cca7c7a
7.34,28,5,"[3, 3, 2, 3, 3]",ef59efeb984a84ecd00bec1aaefe4e77
7.34,28,5,"[3, 3, 3, 2, 3]",c415af90b85f722083c96e89e117fdeb
7.11,56,3,"[2, 3, 23]",d96fc624cbd361254849d3a6b6cb7485
7.11,56,3,"[23, 2, 3]",0eddc618f0695646834f767e8767b631
7.11,56,3,"[3, 23, 2]",2cb30cd35d76213ba57d099717853ee1
7.17,48,2,"[12, 12]",b06180001a091efd9de91b72a5fa42d7
7.11,56,3,"[3, 2, 23]",6d9a4c1b4a5d0bb319dd37a5b2c8ff9a
7.83,54,3,"[2, 19, 6]",5d048a14f1968c48725318e9bb0ec614
7.56,54,3,"[3, 3, 21]",c27c2b5c3ae879c82a4de1fbcd64f64e
7.81,68,3,"[2, 28, 4]",365ec6189a1ab0e597faaf48cd6fc74c
7.92,66,3,"[3, 27, 3]",5cf5f76779ed2b81694ff08b2c29008c
7.98,54,3,"[18, 2, 7]",472ce300ef89b496627cf9885325a86a
7.49,34,3,"[5, 6, 6]",9bb8ef77015197eed4abb45fbbaad160
7.75,60,3,"[3, 24, 3]",fb03e072fd2d559b715e2517104f8aab
7.71,56,3,"[5, 2, 21]",0f3c66d611da88e780aacd6ccad95c65
7.49,34,3,"[6, 5, 6]",faa93d1378f24623ef0b10efed134ca8
7.49,34,3,"[6, 6, 5]",b82d1878a6c4b0c9b251590f07607682
7.91,56,3,"[2, 20, 6]",6c44fabb27b49061c957b7504d046689
7.44,68,3,"[2, 29, 3]",22405575d503e9088e27f05fe9177fd1
7.81,68,3,"[28, 4, 2]",2b86f432dd1df8306e8b5edfe0f93635
7.78,46,3,"[2, 10, 11]",b3598287def67d1b0a879f9ac4f98b2d
7.0,48,2,"[16, 8]",8869628104d9e9d64b76c461744e3160
7.78,58,3,"[5, 2, 22]",299dab7c47ab65b5de6b62e98acfce57
7.13,48,2,"[10, 14]",87ff85d6276ad5256bac4167f6d9c4ed
7.98,54,3,"[7, 2, 18]",622814e3cae2fffbfa49d388b0cb07c2
7.91,56,3,"[6, 20, 2]",75fe8fcad6c379b33a6304c82cc267ae
7.98,46,3,"[14, 6, 3]",49aedc56948567247365b39fbe7d357f
7.11,56,3,"[23, 3, 2]",5b0688c2c7829288a3b00bd656cc5eaf
7.75,46,3,"[2, 9, 12]",8ad46b33d75feccc2ee26cac148b61e6
7.13,48,2,"[14, 10]",5b0eecf5568448cffd408e4b05eb0a1b
7.98,46,3,"[6, 14, 3]",0922a0a4638ed4cbea1df3c654a61360
7.98,46,3,"[3, 6, 14]",733149953327f81d40d58a1af9dc2776
7.91,54,3,"[4, 20, 3]",f195b52448063eb13674c17bf79531a2
7.52,58,3,"[4, 23, 2]",49cb1acc56a9061c362685a2b4b9d33e
7.75,66,3,"[4, 2, 27]",3fb2d7a86e704abb900c15f1719b913f
7.63,56,3,"[3, 22, 3]",2e57f74cdff54ad865eaa7c310a19adb
7.23,60,3,"[25, 2, 3]",a71678d808254a12e8ef70066f8eb9cc
7.0,48,2,"[8, 16]",5a42ca3ec285a9d51c1d9987f8b82c22
7.98,46,3,"[14, 3, 6]",bc7699d23f6c77feec87c04f7e63d3bd
7.92,66,3,"[3, 3, 27]",67732da9e972e77ec73383e2331d9455
7.87,64,3,"[3, 3, 26]",ed160998a8e7e1cc207cdd8955c1d0b1
7.98,56,3,"[3, 4, 21]",79f6a974ecf07812a064d158d5dcb9d2
7.98,54,3,"[2, 18, 7]",cb5cd37033e3f6ddadd0498337216484
7.98,56,3,"[21, 3, 4]",5b5454364d8aefba8ea55648e8ec7e75
7.98,46,3,"[3, 14, 6]",e4163b5166daec4e61510ee6b66d8413
7.69,58,3,"[23, 3, 3]",ea8b588caf2630f308ddddb27e139f39
7.97,64,3,"[5, 2, 25]",f0e36d37a5cc9e7a6909703533163d5c
7.64,54,3,"[2, 20, 5]",0eb549842822b964975a3a7247e32567
7.78,58,3,"[22, 5, 2]",aa980790541aca0ca74abbcef2e2e076
7.91,54,3,"[3, 4, 20]",cfd23ffefb11f76479a47c2d503dc6c2
7.98,54,3,"[7, 18, 2]",8cab5d63912595a5727c6670f1ced77d
7.57,52,3,"[5, 2, 19]",30ea7a16bb3084a9bbf0cdd10e93820a
7.71,56,3,"[21, 2, 5]",41e9829bbc7a543ec96807464d157a0a
7.91,54,3,"[3, 20, 4]",bf045e2539b29adde766a10d461547ad
7.98,56,3,"[4, 21, 3]",930f7f0e3f1e13574f34cb877efcd73d
7.98,46,3,"[6, 3, 14]",15792123a0b73d23db6ae7528dd35970
7.29,62,3,"[2, 3, 26]",f9a570c7140f127dc8b3d363f964cd4a
7.98,54,3,"[2, 7, 18]",4ee9501ce95d8cae0bb9f5e4c64e55ed
7.89,52,3,"[7, 17, 2]",c7c4e574d1fafca432f3a576ec3aa809
7.75,52,3,"[18, 2, 6]",5f0d56f0dc7db1f373ea7aa51d08bde6
7.98,56,3,"[21, 4, 3]",6c23ca992c6f46dc78512ef3a449316e
7.91,62,3,"[5, 24, 2]",518341f8f6e7362846e5a415e3c89164
7.39,66,3,"[2, 28, 3]",5f6ec0eaff4a406c38cf1016a495a904
7.85,60,3,"[23, 5, 2]",e158b1ee03f298e0170b4cad39c8fc08
7.83,54,3,"[6, 2, 19]",643363bf4f6e4dd5e3488fdf3391af98
7.98,68,3,"[28, 3, 3]",d9061610b835541f76301f16ed225e2f
7.98,68,3,"[3, 28, 3]",c0a57115d991a75d7d57c0b05ed268f2
7.29,62,3,"[3, 2, 26]",92ec95881df0bd1f9b52f4a1ef8fdbda
7.75,66,3,"[27, 4, 2]",d4334e9be9474648ef62be4ef98e11da
7.81,62,3,"[3, 25, 3]",e6f151935d0c331f8137428205b9c48f
7.29,62,3,"[3, 26, 2]",b9cac169cabbd8bc9c9d9b9e06110712
7.98,68,3,"[3, 3, 28]",47062e54d84b05ddc763a02e469e30cd
7.78,58,3,"[22, 2, 5]",1000e6e296bef340b773fc346eef90f7
7.29,62,3,"[26, 2, 3]",87c6f594e93123b0ce6887e6995c6653
7.78,58,3,"[2, 5, 22]",4f68ef3e11bbbc2fa77c7870cdfbd8ef
7.44,68,3,"[3, 2, 29]",877e54ae5c2ae6f71674a95dd7fce5c9
7.44,68,3,"[29, 3, 2]",7c4115f9e38af037718454bb2a55378d
7.44,68,3,"[2, 3, 29]",6b71449e9d6f6cfc849fe71930f64805
7.34,64,3,"[2, 3, 27]",e6289c542f18849f1e297fc668c8f059
7.23,50,2,"[10, 15]",9d057ee1eafbe877171f002fcb59eb9d
7.27,50,2,"[14, 11]",ad3f75ea264c05ff0509921bc58e0f87
7.39,54,3,"[21, 2, 4]",5c06827470e181b81c1357748cc776f9
7.81,62,3,"[3, 3, 25]",96670662d5bff0794338ef4497721e83
7.64,62,3,"[4, 2, 25]",f584ff4c3ffb4f197e3c82ba0131f253
7.17,50,2,"[9, 16]",8906c254e9bdfe04da7077e24346494f
7.78,58,3,"[5, 22, 2]",f1996c511a292acf254ecc66fdd93671
7.23,50,2,"[15, 10]",d63fda0a731882af5883be01629834e1
7.64,62,3,"[25, 2, 4]",15acdd71461e31f88eb4b0e483931c5b
7.71,56,3,"[2, 5, 21]",93c9701181b90f526afe8679296cbdc2
7.29,50,2,"[13, 12]",ba663dee61fe33ac9061f340db3e1152
7.75,66,3,"[27, 2, 4]",6bd4959387abf2194b888525c9d056cb
7.91,56,3,"[2, 6, 20]",a7191773a80c556f810ace8fe7deb952
7.29,50,2,"[12, 13]",466a2838f12e8d34bea2986acca37564
7.29,62,3,"[26, 3, 2]",a75af085b8bed79e2797dcf102cde844
7.34,64,3,"[3, 2, 27]",3221e554577eb998a11a8e473febc60c
7.09,50,2,"[17, 8]",5547f47126afc757d1848c5ead1c5f68
7.23,60,3,"[3, 25, 2]",e130adbf36de189aedcd4069133bc244
7.09,50,2,"[8, 17]",f2dd13d82290a6991b25a0320a779ed0
7.17,50,2,"[16, 9]",90c96c2b15fcdb50b517588e798e8f31
7.64,62,3,"[25, 4, 2]",51659f200089db611c64fd3e882e5ef5
7.34,64,3,"[27, 3, 2]",dc7244f0b80c96b8f4b25fb30136a472
7.27,50,2,"[11, 14]",ff00d9c3e67570d3cfc179ece171fedd
7.91,54,3,"[4, 3, 20]",b6c6c73271f2109322d94bccb04fdc92
7.04,54,3,"[3, 22, 2]",247c454b3e94a5fcb83c64500f0a8bc3
7.32,52,3,"[20, 4, 2]",8805639a3dd4c4ecb4f38b0a9dd8837e
7.85,60,3,"[5, 23, 2]",6c089c2771dc9b9e7200ff2de396352a
7.49,52,3,"[20, 3, 3]",737d73904880badfdf99e300fac80dcd
7.39,54,3,"[2, 4, 21]",bf4c38346806808b6568db74d1847bca
7.83,52,3,"[3, 19, 4]",5130c854d920c17431bf29463190cb72
7.04,54,3,"[22, 2, 3]",9d8e5cc86cb5fd431d0bbe9d2512f4df
7.98,58,3,"[6, 21, 2]",ee4f270f758645207309a980067a9874
7.98,58,3,"[2, 6, 21]",0bbb186cee82e0cfa3a0728bd9cfc0c0
7.58,60,3,"[2, 4, 24]",83dbb1233d4b5dbe1944ab28f657dfd7
7.52,58,3,"[23, 2, 4]",b26508b141f5a5e59a22b0a9e33c0ae6
7.49,52,3,"[3, 3, 20]",e128f9e0703060283d1d94ad000079b8
7.52,58,3,"[4, 2, 23]",40f30b6bf5d78159d494ecea02b925e0
7.69,58,3,"[3, 23, 3]",e763b26bf9ce6b0860d350d11e81d329
7.71,40,3,"[3, 7, 10]",67ee5ec2b309304bfda34b4b24de498f
7.71,40,3,"[7, 10, 3]",edc1c6dcbfc8977c42fc455abe8be445
7.64,54,3,"[5, 2, 20]",9dba5b287172aa164aa1e9ef5eb3cf8d
7.71,40,3,"[3, 10, 7]",db17be4f869543ed4c37034bd3b903ea
7.71,40,3,"[10, 3, 7]",2c250b1026795f5607bacd61b072d8ea
7.97,64,3,"[5, 25, 2]",424f93186d19fbc3c6e01c86ed265fe0
7.71,40,3,"[7, 3, 10]",8355e1558091aeca282045be74bdd4c2
7.97,64,3,"[25, 5, 2]",d5014992d162fc28001328006e0eb00f
7.97,64,3,"[2, 5, 25]",8a97a77d7148f2b050d0e2473ceecb14
7.71,40,3,"[10, 7, 3]",67d915af251337208326435b63969eb0
7.39,66,3,"[3, 2, 28]",0e78ae7b1a2a7436ecb3cf341b92dadb
7.7,42,3,"[4, 4, 13]",a7c52f560581ac5df505480232bd692b
7.7,42,3,"[4, 13, 4]",df22857ca2e695738e138ef54e5fa314
7.7,42,3,"[13, 4, 4]",51fd7239d1802668542e727a70e76504
7.98,56,3,"[4, 3, 21]",13ed0aa5e7834b1237811905ee50bbf4
7.63,56,3,"[3, 3, 22]",339d446bb3fc9efff8390232995863ee
7.98,58,3,"[21, 2, 6]",4692449f45dfdad3254820016ad82c24
7.46,56,3,"[2, 22, 4]",94bd9c70fdfc60339b7bb48746738336
7.85,60,3,"[2, 23, 5]",2677607e7b002b5301feb0d77a0b0dc9
7.23,60,3,"[3, 2, 25]",3775b96c0ba69b28b20edcf32ec8992a
7.83,54,3,"[2, 6, 19]",32cafad296a331ba3417fc22d9d895b8
7.75,66,3,"[2, 27, 4]",729b6ab310edc5616dd386dffece6914
7.91,42,3,"[4, 5, 12]",8e33dac5584d34a6e3e3f3e3242109ae
7.39,66,3,"[2, 3, 28]",31150e8ebf99de53bddf03abda2da835
7.85,60,3,"[2, 5, 23]",3854cb0efb91540956c08ccf95e1a54c
7.7,64,3,"[4, 2, 26]",dc2054ef65f36fdc5c3755adfdf5bd12
7.91,56,3,"[20, 2, 6]",465a69be792999359a7b11cb538953ae
7.89,52,3,"[17, 7, 2]",7f00479e98d6e38ec1dbe3f95448359d
7.83,52,3,"[19, 4, 3]",6716fed628ae1a3728db100c50a68ad6
7.7,64,3,"[2, 26, 4]",80c7622eae8bc4b23ab59cb43aff4f96
7.57,52,3,"[2, 5, 19]",502bc9e03f98c84a04f6d73ad90c988e
7.7,64,3,"[26, 2, 4]",6244275e21335a34e44bc5d48c043406
7.7,64,3,"[26, 4, 2]",fe8fa2be5c9b4bc8931ef10f5b8c8b77
7.89,52,3,"[17, 2, 7]",6b76f9700e71b89e48d526a905bf2b4a
7.89,52,3,"[7, 2, 17]",2556ff102e1df2ee8c59f110ee5b7a7f
7.75,52,3,"[2, 6, 18]",f00c08fb7c11e69f65d2664f4b654fa4
7.58,60,3,"[2, 24, 4]",4b533596da6c04f30dfaab15f6523abf
7.89,52,3,"[2, 17, 7]",6bed48758a9cee52a724444638b49200
7.7,64,3,"[4, 26, 2]",a880ab48bec8a4e5178b3add210e2848
7.7,64,3,"[2, 4, 26]",47db7afaf601596c7abed581c4cb632a
7.75,52,3,"[6, 2, 18]",509451b826aec9a24a577b8813357124
7.89,52,3,"[2, 7, 17]",ee637492872661cdb1e8650573d66fcb
7.58,60,3,"[24, 4, 2]",76dd018836cbafd77ad9b68e1b33a08f
7.57,52,3,"[5, 19, 2]",646b7f36852008b1461c5740fa96d753
7.91,56,3,"[20, 6, 2]",27cb36fe4276bec82a1c45c1bb4c11b2
7.64,54,3,"[20, 5, 2]",b2e289ac4ffab971464115e97840e511
7.39,66,3,"[28, 2, 3]",c72df0c43c62c6b68f07c2975469f2d8
7.91,56,3,"[6, 2, 20]",24a9b5076841898d108d3583b27cf8f5
7.97,64,3,"[2, 25, 5]",6e2ade5a5ef898e7860b619b5eb6522c
7.92,66,3,"[27, 3, 3]",95e35c0c4179c7a509b37c0d49aa50de
7.85,60,3,"[23, 2, 5]",976cea7941efed38be95a3672192e159
7.97,64,3,"[25, 2, 5]",ebdd6a57dcfa721bdd2104a10e0cd34c
7.23,32,3,"[6, 5, 5]",65776b9b2006cf47a78294e830d8b345
7.13,32,3,"[4, 7, 5]",55256980edb606d329d9cdbea533fe5b
7.81,62,3,"[25, 3, 3]",a40a652544760a0c4a535bb263bae352
7.04,54,3,"[2, 3, 22]",4ed30be7ea7f90c84b755550f2eac475
7.75,52,3,"[6, 18, 2]",3a6fa6826c2197932719d6feca3b6b56
7.23,60,3,"[2, 3, 25]",bb139380324473aa396bb18a8a75ea45
7.87,64,3,"[3, 26, 3]",ebe25bf7eb4f7b126e1455015e5376a9
7.87,44,3,"[13, 3, 6]",f4343aff27ae8a09b2d1b1017309aa75
