final_h,final_t,L,d_sequence,hash
29.77,114,21,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3]",8241ada6f85c40e9e9e6c43301e72417
29.77,114,21,"[3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3]",2fbff36a3088dcc585ec2908540c9ab6
29.77,114,21,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 3]",b95d240b05363689c763aaac287f05bb
29.85,116,17,"[3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 3]",63d6d1ee759f1168825ce96edd11785c
29.85,116,17,"[3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4]",ba45c534860abe6b8080b47c2d80c967
29.85,116,17,"[4, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3]",459c2ebca7627c3c66033ad8bcd1e121
29.77,114,21,"[3, 2, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3]",3ecddc2fe6c08ec20fef05e6cd5e4282
29.77,114,21,"[3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2]",085d2761ac773818eac0b312959a36a4
29.85,116,17,"[3, 4, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 4]",68c0dc22fa734821f9eddabca90d367e
29.85,116,17,"[4, 4, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3]",1a58ac5c03f2c57038c7ecc358897f5b
29.77,114,21,"[3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3]",8fb6b82f1b6ef87bfd497a49988a3fb5
29.77,114,21,"[3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3]",c576000c25e0dc9e0277ce06eebe009f
29.77,114,21,"[3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3]",96dca8ca00ab2c485c2c87fc4ec455d8
29.85,116,17,"[3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4]",789080e24ea8b21e3abb5b0d6e5eb54c
29.77,114,21,"[3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2]",15e672c181f95849fd3776fa5288b4a9
29.77,114,21,"[2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3]",fc141bba2eaa943d63e63cca2b45b08c
29.77,114,21,"[3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3]",e1a8225838a86877680795c5beaf4e4b
29.77,114,21,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3]",98cf5eb0431301262b7c98074540c029
29.85,116,17,"[3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",d499bedbb45dcef4262da0edca55519f
29.77,114,21,"[2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3]",5368b51a876157a84d044e75eb3261d8
29.85,116,17,"[4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 4]",773ff6f12ec3efd1065f5368de117810
29.77,114,21,"[3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 3]",bad8ce89312610cadecfe696038ec300
29.85,116,17,"[3, 3, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 3, 3, 4, 3, 4]",714a3b64445b2764a589d7b59b0ab696
29.77,114,21,"[3, 2, 2, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",d155443c2431e1f9640d8db9d4e38054
29.85,116,17,"[4, 4, 3, 4, 3, 3, 4, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3]",5d50e0b312c986733bd9501ae21cc190
29.85,116,17,"[3, 4, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 3]",dc30ce03708ef107fb997b8919d5a3e9
29.77,114,21,"[3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2]",5304b484c2db03a6d2a027eb6bcfd98b
29.85,116,17,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 4, 4]",63fb4c3ed2356b89b4c5ae48ed9c276a
29.77,114,21,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3]",6d62c2c41097cd02a59f372df3f1aba6
29.77,114,21,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3]",0e3817313e69dab08180302cc0a8ff0e
29.85,116,17,"[3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3]",1871748c8943902378bd2917489dae5b
29.85,116,17,"[3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 4, 4]",4ad7fc8b8b44c67a1e04f027be8e027c
29.85,116,17,"[4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 4, 4, 3]",80b444e9ed80ba1c63396abc8a24130e
29.77,114,21,"[2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3]",72d1bd200af1c082146d4b3e5fd9b32d
29.77,114,21,"[2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3]",b408efc9617a1bc3c455903ed422c4ca
29.85,116,17,"[3, 3, 4, 4, 4, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 4]",55d46bcd8404eb11d64cc606eefb08e4
29.85,116,17,"[3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 3]",a2b86c35600828d03bc8f9ce5534adc9
29.85,116,17,"[3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 3, 4, 4]",3aaa155ac1ed118cf84d1b3070de134e
29.77,114,21,"[2, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2]",6be16ce51fc33fad54cc70b33788b706
29.77,114,21,"[3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3]",52ceb0567d1ef27031551d66fee14d82
29.85,116,17,"[3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3]",961912c3980c747a95a982d31db3933b
29.85,116,17,"[4, 3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 3, 4]",025dabc3edfa0c81f5895ce857c10a79
29.85,116,17,"[4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4]",bece6a595d9bf06600ce27342dd4a2d8
29.85,116,17,"[4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 3]",940e2acb7377175c7c79b149799b220a
29.77,114,21,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2]",f8c060932fb506352dc752009d0d409f
29.77,114,21,"[3, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3]",60f71520e97c0c5dd74033acf874cf6d
29.77,114,21,"[3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3]",0664fcfb40c5050301b0a01bcecc00ab
29.77,114,21,"[2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3]",594250e4b42d6f693d8776098d96713f
29.85,116,17,"[4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 3]",6461c3dd6ee8cf93f08727197b75c312
29.77,114,21,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2, 3]",479e58f7d04d392f6bcb46e1a375023a
29.85,116,17,"[4, 4, 3, 3, 4, 3, 4, 3, 3, 4, 4, 3, 4, 3, 3, 3, 3]",13c80851de57d3459a9cb75f7da2c3cf
29.77,114,21,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3]",82e4f528ca2ceb11e6be530cb324f21e
29.85,116,17,"[4, 3, 3, 4, 4, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 4, 3]",0f530da74f646664241f9d66b16d4c8a
29.85,116,17,"[3, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3]",332591894bf848b68d21bab552c40c84
29.85,116,17,"[3, 4, 3, 4, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3]",97c055e133cd472e83dfd4449a9f081b
29.85,116,17,"[3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4]",481851cb1e95009b12c326030162d313
29.85,116,17,"[4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4]",6073a2dc50851603854d016d0ade42ff
29.77,114,21,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3]",ee790ece97dacb5ea0856d3bc12110e1
29.77,114,21,"[3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3]",0b5c2d82de93ddcd36bdde7081c4ae19
29.85,116,17,"[4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3]",ab7aa0fea7c4b6bd45b77d47fb79abc9
29.85,116,17,"[3, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3]",1f941767281f5302ddd55282a4c5a8a5
