final_h,final_t,L,d_sequence,hash
24.34,96,13,"[4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4]",ff504efc6996033de53361cadeac4d96
24.58,104,11,"[5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4]",81d5e0a3f823ba6972a1a5252e5099ed
24.34,96,13,"[4, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4]",5398678e5f2e42aaf171a71cb836b49a
24.34,96,13,"[3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4]",0c778656d6cb42dcbdd49bf1e31f905d
24.34,96,13,"[3, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4]",87d430ece57cab834a4d5f7f7f556556
24.34,96,13,"[3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3]",3b4387e1a49d887f6dc6c5741c8ec9d7
24.34,96,13,"[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 3, 3]",6d4d02ae1c9128c4c2a1482d79dd62d3
24.34,96,13,"[4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4, 4]",e7a243a974509b558bfd7032893d6a86
24.34,96,13,"[3, 4, 3, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4]",4446b312413638ccff8d889d689a4f50
24.34,96,13,"[4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4]",7cf4bcfefd321f901646777398c994e7
24.34,96,13,"[4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3]",ece1877dfb12c4cc7e14a1d031a4192c
24.34,96,13,"[4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4]",1e604c24ccbf9e492db068c5d56ebfc9
24.34,96,13,"[3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3]",25b0eea9f95016447f204f7b01b51e03
24.02,92,17,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3]",cf2b5d5d01d4f5cf541f78b560020df6
24.34,96,13,"[4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4]",ee8b84798907d8056b69fba00c0a89ff
24.34,96,13,"[4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 3]",dd2b461842b1a37524e55d36cb23e3c5
24.34,96,13,"[4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4]",64414dcb58625aab0c36373ff89d6d82
24.34,96,13,"[4, 3, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3]",2a2340eb188fa2e47d789f03a2163722
24.34,96,13,"[4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4]",7453db0663feac017d40025fd362188f
24.58,104,11,"[5, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5]",2ef4ff893be18606d29ecb599c6e932f
24.34,96,13,"[4, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 3]",65a045748828906e4e1e4d2087c47a0d
24.34,96,13,"[4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4, 3]",b8f26590710573bf3b9b81639831fca3
24.34,96,13,"[4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 3]",12667ffafec7202fd35569d5ccdfdf42
24.34,96,13,"[4, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4]",1d307e241a66cc54e498d3e78a96f7f8
24.34,96,13,"[3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4]",d775c2ec73298c973f586fdacf93063e
24.34,96,13,"[4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4]",49a4412b09ee4cfc5ebea53a898ab993
24.34,96,13,"[4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4]",db770922dc83e14f1e3c98c8dba21653
24.34,96,13,"[4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4]",a8868ac34fa1fe08d8b7c85866f1bfa6
