final_h,final_t,L,d_sequence,hash
19.67,118,6,"[8, 8, 11, 11, 12, 9]",ea24966fb8c37e6ad1d72788d2ae5428
19.11,118,6,"[15, 10, 14, 5, 6, 9]",ef83d8dbcd5af8afa61f8cd7c656677f
19.01,118,6,"[14, 4, 15, 10, 7, 9]",7ee896d7653a30ca33d8a360d6f340cc
19.13,118,6,"[5, 15, 7, 7, 12, 13]",ffa0ed954836ec84cf72666abb66d53b
19.26,74,14,"[3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3]",6fb5e3be2dae68669e2aec4ccf31b75e
19.48,114,6,"[9, 10, 10, 10, 9, 9]",6fdc38f756dbade66a450ee1e5de4c7e
19.81,80,10,"[4, 4, 4, 3, 5, 5, 4, 4, 3, 4]",408a02e2750848f7eed24bf35000880a
19.84,100,7,"[7, 8, 7, 7, 7, 7, 7]",e16ea44e8adb1a738326136d5a47db18
19.26,74,14,"[2, 3, 2, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2]",e6cf6ab7448548157c779e7e6e15b00a
19.17,110,6,"[10, 9, 9, 9, 9, 9]",7f58b7bb5618f6e770e5d274c283dff4
19.48,132,7,"[5, 4, 2, 9, 7, 10, 29]",8c85c1ec3a43b0369d516a49ed06a474
19.26,74,14,"[3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3]",a24febd5c81d77add59b1e671968bf6c
19.48,114,6,"[9, 10, 9, 10, 10, 9]",9bb629735b39c76308ccef4c6c9889e2
19.75,80,10,"[4, 4, 3, 3, 4, 4, 4, 4, 6, 4]",ea56bc0d277cd094b03e3e41e34f92dc
19.05,132,7,"[7, 6, 16, 5, 27, 3, 2]",2c53a4a610550219a87bd61a8da7dbc5
19.26,74,14,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3]",3c678d54ba04be879e4799a8d0f403c4
19.48,114,6,"[10, 10, 9, 9, 9, 10]",fa58146f8d41bf7f479f8a5b450083f7
19.81,80,10,"[4, 4, 4, 4, 4, 5, 3, 5, 4, 3]",d7f6f7a144dd9427c78a994c98c1eb4b
19.26,74,14,"[3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2]",8af39dfb0307d3025955b9781a073aaf
19.48,114,6,"[9, 9, 9, 10, 10, 10]",1ca276e2d70b448175c158c889a99c43
19.81,80,10,"[3, 4, 4, 3, 4, 5, 5, 4, 4, 4]",ae62b5f4a14102be35aeba3a96f2b39d
19.26,74,14,"[2, 2, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3]",3912ad6387a76d37df69be593bbf2e57
19.48,114,6,"[10, 9, 10, 10, 9, 9]",2a470e0bf753ca03428b2f6921635192
19.81,80,10,"[4, 3, 5, 4, 4, 4, 3, 5, 4, 4]",88e80138248503fb077521ca27a5adc1
19.4,122,6,"[5, 8, 8, 10, 12, 18]",3c98ef2af36d47e5e948c4b4f023d66f
19.26,74,14,"[2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2]",6c9b734f1eddde529a29ec0530aee29c
19.48,114,6,"[9, 10, 9, 9, 10, 10]",f82fef2a211bbd1031190025c206a824
19.81,80,10,"[3, 5, 4, 4, 5, 4, 4, 4, 4, 3]",8d3d96526b7d8392435bed4476b60f23
19.26,74,14,"[3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3]",68136c3fe31ace2745d037f1456e0229
19.48,114,6,"[10, 9, 10, 9, 9, 10]",3480db5ac618e1c5c3ddc1f24ec01166
19.81,80,10,"[5, 4, 4, 4, 3, 5, 3, 4, 4, 4]",66d8ddd6e9d47f945f7a23159e36e1f4
19.64,122,6,"[15, 11, 5, 11, 9, 10]",50765da2372a66d3b08d21053ceab0e8
19.26,74,14,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3]",e63b584cb73edfa02db158ae1931c00b
19.81,80,10,"[5, 4, 4, 3, 5, 3, 4, 4, 4, 4]",024f51adac9d3a4ea9d4e346a9965f1e
19.26,74,14,"[3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3]",3d4f4d8eec2fa01f601d30b074787d3f
19.48,114,6,"[9, 9, 10, 9, 10, 10]",5509120e6d2980f50fbb490b361d53fc
19.81,80,10,"[5, 5, 3, 4, 4, 3, 4, 4, 4, 4]",0a0b9610bc1b256e194d92fd0e493d20
19.26,74,14,"[2, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3]",a1328efffb931a4c3e833ca647f40538
19.81,80,10,"[5, 4, 3, 4, 4, 4, 4, 3, 5, 4]",396f0b4a67f19abac6f35aca80711696
19.77,122,6,"[6, 11, 11, 11, 8, 14]",6c2185b9d6ea89a2499808124f819296
19.67,132,7,"[11, 2, 4, 22, 12, 12, 3]",6ca94ef8cacfbe69fd9d6b2fb75f9875
19.26,74,14,"[2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",313fdf28c95d47a683f0e1f6f3718d55
19.81,80,10,"[4, 3, 5, 3, 4, 5, 4, 4, 4, 4]",ae4da91d58c8dc93ad14aa0e9f328bb0
19.25,122,6,"[7, 7, 17, 10, 5, 15]",5f4a3d50d85899478e571bbcd14a0b37
19.26,74,14,"[3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3]",33bb747da9010298e17c40552540632a
19.48,114,6,"[10, 10, 9, 9, 10, 9]",58375089b7ebec19518721242896866c
19.75,80,10,"[4, 4, 4, 3, 4, 3, 4, 4, 4, 6]",b07d36c7ab52c872308daa244b9b6f3f
19.71,122,6,"[10, 9, 11, 6, 16, 9]",74fec6251606f8b3017b64644403f760
19.26,74,14,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 3, 2, 2]",bfcf0b77e0ddf92b48510b87e74b0940
19.48,114,6,"[10, 9, 9, 10, 10, 9]",40477c85ba103040762268e1078ba6db
19.81,80,10,"[4, 4, 4, 3, 3, 5, 4, 5, 4, 4]",7cd6d1dcd45213562a06e3d0224e045c
19.21,122,6,"[8, 7, 13, 4, 13, 16]",172bd41a628249c63c0e3da2298a94b7
19.26,74,14,"[2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",90165a80f9b7f56dbb77bfa75d21f1e8
19.48,114,6,"[9, 10, 10, 9, 9, 10]",27cd708b18d5e57500c7be8acfd7d0a7
19.81,80,10,"[4, 5, 4, 4, 3, 5, 4, 4, 4, 3]",49d1bd6fd1c1d4cb435a28253decd115
