final_h,final_t,L,d_sequence,hash
8.81,68,3,"[25, 3, 6]",fd3f4ff9f8d3eb8f5b73a59dab9e0aa9
8.95,68,3,"[2, 19, 13]",d8c738c79679d6ca320aede7ce24c1bf
8.08,68,3,"[5, 27, 2]",db3b1862fbc7304daf422a667a897cb4
8.97,68,3,"[4, 25, 5]",366ab3849f97a9394f8b190f7b83e9cc
8.97,68,3,"[25, 4, 5]",35def46ea746f7fa8afe8c237a407c34
8.91,68,3,"[20, 12, 2]",53334d91e08376c708b7eda7e37ddcff
8.64,58,3,"[4, 5, 20]",bff02fb1009de02a0eb9f3b64ca792b6
8.16,52,3,"[2, 13, 11]",b81723d171afd02d8afe8f2c886c5e1b
8.0,52,3,"[16, 2, 8]",ff4bf518245a0a31b4608b1b01a82e34
8.63,52,3,"[12, 3, 11]",4e6e9309560beb9035503c1cabd77c04
8.64,52,3,"[5, 5, 16]",6b465922d2543caac8aa796d71586a9f
8.58,52,3,"[16, 6, 4]",108b5651214600cc64b151b48e7c7326
8.63,52,3,"[3, 11, 12]",c4f48cda6caf439774a377e1e730c90a
8.75,66,3,"[3, 6, 24]",427e8c31cad118371a141b10bd68c6af
8.49,52,3,"[8, 15, 3]",bb9aa8d52954514ae21a12e75bf2b3b6
8.58,52,3,"[4, 6, 16]",ee9c13a94d7710f214dc0c90599b8f9e
8.81,52,3,"[4, 14, 8]",9fa3f1b5b5f094ddd162c18d302a8cf3
8.16,52,3,"[11, 2, 13]",41394ff914ca2274edb9b1a0ff96f713
8.91,52,3,"[12, 4, 10]",ef045592424938aa1b58eeb02841d3a6
8.95,58,3,"[15, 11, 3]",fbdce380b9051e467054b5246bd6a42c
8.49,52,3,"[8, 3, 15]",f1b72d5ca5960dda7490b88713492f60
8.41,52,3,"[4, 17, 5]",64d44878cf321f36faa6ef80238931e4
8.02,66,3,"[26, 2, 5]",aed36528e629256ab6fc4e2dc7921a51
8.84,58,3,"[9, 17, 3]",55dbd25c8a709c87f697df2755b2d490
8.25,58,3,"[19, 2, 8]",43bf7f48d64b077c6b8d5c20e05cd985
8.64,58,3,"[3, 7, 19]",09754678fcd1a5ff9d0962593f9ebfa4
8.98,58,3,"[7, 4, 18]",e550f1ff9c64cb2e1c52de2d0d579975
8.49,58,3,"[6, 3, 20]",a8500789b16c66f5da540e261a684fda
8.84,58,3,"[17, 9, 3]",69ebf7b98c9b94d9987a980defef8a42
8.39,58,3,"[4, 21, 4]",d8d5be2ab4fb9fa5f3ea27abfb739d71
8.02,66,3,"[2, 26, 5]",893c295a31a9e2dfa72bc5b333fa80ff
8.91,58,3,"[16, 3, 10]",a226e18898bcd5fca729f6cbeebd66be
8.02,66,3,"[26, 5, 2]",df4a81c944a6b46132f85efe3662ba7e
8.08,52,3,"[18, 5, 3]",0880de19aa3ff09e7de1de074bdb870a
8.64,58,3,"[5, 4, 20]",1c05640214829c6bc9c4942943172309
8.98,58,3,"[7, 18, 4]",0b1eca1ad600b0b98184118954e140a2
8.34,58,3,"[18, 9, 2]",bc5ac7946859a7a7002ca1104528c594
8.51,58,3,"[13, 14, 2]",59c1a8eb9536d1f1ead7dc10fddc2a1c
8.3,58,3,"[5, 3, 21]",092b2a6bb891b21e10c64ba77fc99932
8.02,66,3,"[5, 2, 26]",998a4606faf9b6ae7bcfd2394d7f6500
