final_h,final_t,L,d_sequence,hash
17.48,118,6,"[2, 16, 4, 17, 6, 14]",e33d6c13c013c22d78d398b7a11dedeb
17.91,118,6,"[2, 7, 12, 21, 10, 7]",fd334715bfa5362a6b1f0bbf33c96539
17.14,118,6,"[20, 18, 5, 10, 2, 4]",db4ac6866a9e82220a50b366ee7afe36
17.18,118,6,"[14, 2, 21, 12, 7, 3]",d78c4e176d71295d97cd0f9ae8976760
17.85,68,12,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3]",186c83568f1d6d8a2234e7082d16ab3c
17.72,72,9,"[5, 4, 5, 5, 3, 4, 4, 3, 3]",e62e8250b075577c09271e2f87b55d37
17.58,70,9,"[4, 4, 4, 4, 4, 4, 4, 4, 3]",98cfd70f0ea7000b2af771369cdd16d7
17.41,98,6,"[8, 4, 13, 5, 7, 12]",ac9e44e7cd294db0c10e67816d5044ae
17.85,68,12,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",66c9dd9c53c03ed00d23e3b29e384bd5
17.85,68,12,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3]",0af49c32608b0070328dcb4e21322cd9
17.14,108,5,"[10, 12, 10, 10, 12]",b5283850123d0f3ed5194a390d8c4976
17.81,94,6,"[8, 8, 8, 8, 8, 7]",2f701bbab8f2291f4dd834f7e6dd5347
17.26,66,12,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2]",7b4b3e0124d5d9b736abd88ea75fc402
17.85,68,12,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3]",82e38e0a8ead92f0efc190bd91760457
17.72,72,9,"[3, 5, 5, 4, 5, 3, 4, 4, 3]",42434ce7099c667d07a6ea7bc0c8a16b
17.58,70,9,"[3, 4, 4, 4, 4, 4, 4, 4, 4]",eb25d3f657aa58950f8fcfca39a67a42
17.4,98,6,"[4, 7, 11, 8, 5, 14]",e607b181a6504e1d5848a97f05128f5e
17.85,68,12,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",2b59c8dcfff49de90244c33a181eb357
17.78,122,6,"[3, 8, 24, 13, 10, 3]",ac22899afcd84c1e235b12d6fc24f92d
17.85,68,12,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]",588384c9e4b416828ff3fbe0d6852c58
17.75,72,9,"[4, 4, 4, 4, 4, 4, 3, 3, 6]",b36fd3e9b9a507c259c26ca4903fb212
17.43,98,6,"[14, 4, 5, 9, 7, 10]",761456f7a1997495b02d47cf0dad69e4
17.85,68,12,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3]",748b27fd72d16ed6e59fa3298779ad32
