final_h,final_t,L,d_sequence,hash
9.89,68,3,"[19, 5, 10]",44f536300603017ae877fc7da2824e8d
9.71,68,3,"[4, 11, 19]",73c5f3f52673269621363ad2e1b39ced
9.42,68,3,"[19, 3, 12]",7850524037ff8e4a5561a996d8ac3d5e
9.79,68,3,"[17, 13, 4]",e34733aed6cff652cdef5600c7eeb2e5
9.81,68,3,"[15, 15, 4]",57625a93a94a2a12f58b0bc71ce5b429
9.79,68,3,"[17, 4, 13]",56aa957620ad11c23325bc9d3b791a8c
9.17,68,3,"[24, 4, 6]",1281c695430d3ca97d62798f96ccafe5
9.64,68,3,"[4, 20, 10]",d53c6dd8c449d2fdc1bc2e9ab4207878
9.21,68,3,"[3, 9, 22]",67b58f0002287a03e608329e7e5045f0
9.63,68,3,"[6, 6, 22]",a5bc1228e8ccc673f1976530ee157cad
9.42,68,3,"[12, 19, 3]",2f9def49b1a46e57122b0f2f76172f3b
9.48,68,3,"[3, 17, 14]",11eff4362959d5a6e26f1e181b50c324
9.56,68,3,"[9, 4, 21]",c4ac12c0caae84c8fbc107950ff5bbe6
9.32,52,3,"[8, 8, 10]",8551068822390400657032cf5282b241
9.27,66,3,"[7, 4, 22]",0781730f1fd7d38e5c5252e848e52c9f
9.71,58,3,"[7, 10, 12]",009ff79e338153b9da17c58f9440e43a
9.92,66,3,"[6, 18, 9]",acaa174fcd6e3a0ec4b790df20078756
9.23,66,3,"[10, 20, 3]",c737b728097291c218901dde0e945ae1
9.08,52,3,"[9, 5, 12]",f2b32493bfa122086d454df861856354
9.27,66,3,"[4, 7, 22]",32f0a1f932141df0b99aeae5343a8bb8
9.3,52,3,"[10, 9, 7]",85c71f5fbea2490deb6f2e8fac720b60
9.27,66,3,"[7, 22, 4]",c2c5c2aa443f9ba8e8aa40fe6ebe3726
9.23,66,3,"[20, 3, 10]",3b5e0b1a1ae0814705aa90e8566140a0
9.34,52,3,"[8, 9, 9]",d25ab3bfc3456bc9fab481cdacb98be2
9.21,52,3,"[6, 9, 11]",3ff28646ef390dfea82267d18c524ec1
9.27,52,3,"[8, 7, 11]",bd7cc2f855c475e31a7d34226392e356
9.23,66,3,"[3, 20, 10]",9c09b06dc9e56b72b570eb606f0c32fb
9.1,52,3,"[10, 11, 5]",10a8f6b8e68bdd5c226ecef35b44dfca
9.23,66,3,"[10, 3, 20]",67fc99eff8fcf952ef36e42011599c0c
9.17,60,3,"[18, 4, 8]",9b7c3904b22c877a4277011b03fab0f3
9.92,66,3,"[9, 18, 6]",fe5c035c139188b59f59fb8cee4871ae
9.02,52,3,"[8, 5, 13]",b1bdb0ecbf07d0e4b60cd94fc37fb029
9.1,52,3,"[5, 10, 11]",7995a26ca4e3562141083d958b55b220
9.27,66,3,"[22, 4, 7]",f606a1b1e2bfa6712204080c287ed84b
9.39,58,3,"[7, 6, 16]",df26ffe02d51be4b453a364c04d629a2
9.08,58,3,"[5, 18, 6]",0554e39c8dc659cff5212a78e98a986a
9.37,66,3,"[17, 3, 13]",4d7f0126752d0e28df2830e75e483212
9.3,52,3,"[9, 10, 7]",4f6ff6c720d2e4aed6ed40115f73816d
9.27,66,3,"[4, 22, 7]",1451de198e20d50e0d7db26c23edeea0
9.71,66,3,"[15, 4, 14]",ddf9d339409a11552e9583483f47a843
9.49,58,3,"[12, 5, 12]",95f411476a29fd6c51df906e07394ffc
9.37,66,3,"[17, 13, 3]",172a2507955ab93dde5cc43adbd4642b
9.49,58,3,"[6, 8, 15]",e9affbd81148ed58d2871a09483c0208
9.23,66,3,"[20, 10, 3]",af01af0d56ef2a4027e1cc1ed36983f7
9.21,52,3,"[11, 6, 9]",c4411e6afb2e8a65a11f72f407688da8
9.99,66,3,"[17, 6, 10]",d20a43e078e87f94203018733ab7b152
9.08,52,3,"[5, 9, 12]",607898b90acc1de89f22a48ef651d31e
9.17,52,3,"[12, 6, 8]",f7a6a5dfd92f89a888959accb61462f1
9.49,58,3,"[15, 8, 6]",2891f5b2723f5f71ffcc66bc3f03ecee
9.23,66,3,"[3, 10, 20]",b7531417814009ef606bb000cd488ae9
9.59,56,3,"[10, 11, 7]",64264b2538b31f6ea7d24f208fa8a859
9.52,58,3,"[15, 7, 7]",d5b8ec408dba2977011f84c2db0575f8
9.4,58,3,"[9, 15, 5]",3ebf4a134f347f0b108bddac7c6e6f4b
9.45,58,3,"[14, 10, 5]",04bfc0830eeaa853ee53926b87d0f905
9.8,58,3,"[9, 11, 9]",d89d1e9f1b3cd32c71990b385279e7b6
9.71,58,3,"[12, 10, 7]",1a8a81eabcaaf1d47a7d7eb6992ae49f
9.67,66,3,"[4, 12, 17]",2639bd59e321c1a1155d6b8d2e7fb4a9
9.29,58,3,"[12, 4, 13]",20881ba49e57701381ddd70e8ee7717b
9.67,66,3,"[4, 17, 12]",a7084eed66c4f9a85d47e226a66aca96
9.27,58,3,"[11, 4, 14]",b931a0232d07e1a3e22a7048a3e7bf85
9.48,58,3,"[13, 5, 11]",5eb612ef9cb85b86d75322a144331f19
9.09,58,3,"[17, 4, 8]",7ea9508ee0a2c206f27bad7d7098732b
9.17,60,3,"[8, 4, 18]",80b08fcda0b4b6ef1ad62e6861170f29
9.34,52,3,"[9, 9, 8]",3f13560d0eda46bbd96e135df7460e42
9.71,66,3,"[4, 15, 14]",d2175d00436706acde970023b76e252e
9.29,58,3,"[4, 12, 13]",7bbde9360a42990008b9a17e3ea69b3c
9.45,58,3,"[10, 5, 14]",59c02dc0c1a89898b80e9f7fd5db2fef
9.15,66,3,"[21, 3, 9]",983e2950ca7ea7d86aa20654b68f554d
9.63,58,3,"[12, 6, 11]",250ed1a9226e509b0d50d48cff0eec59
9.49,58,3,"[12, 12, 5]",adbe0a11f9db04cca97aa65b149ee70d
9.57,66,3,"[10, 4, 19]",3ed461324e77de4da9837070a8da702e
9.61,58,3,"[8, 14, 7]",95292dc2e66539ed9fa08861cbafc873
9.48,60,3,"[7, 17, 6]",e72cf595a341d7a7cb2483da11d48223
9.61,58,3,"[8, 7, 14]",919a756027dd59027764f7538706873e
9.29,58,3,"[13, 12, 4]",618ef6c6c02bc4efc606058b87f623f9
9.52,66,3,"[7, 21, 5]",9b3a5541454a5c51043c961b8cd0dba3
9.39,66,3,"[3, 14, 16]",91e8a0d5ca7b0e6a23039ce0c48d3c19
9.73,58,3,"[11, 7, 11]",5f4c85cfa23a588138b5c9f7f4b012fe
9.17,60,3,"[18, 8, 4]",1a03f1ce9590cc900f90494ea04c0b41
9.15,60,3,"[19, 6, 5]",3b58a3535b942bd948b30f5a5cbc4bd6
9.81,58,3,"[10, 10, 9]",1540cd22e8d1fc20d3ec01d0a581cc78
9.08,58,3,"[18, 6, 5]",20fb53ac71186307095d077039ee5887
9.15,60,3,"[5, 19, 6]",f5a4affd252796a0174c85e98206e5ea
9.23,58,3,"[10, 15, 4]",23045d445dbaca619947d047d3986048
9.15,60,3,"[6, 19, 5]",3ccbbaced37657d347c02d3aab9a3bd3
9.78,60,3,"[9, 7, 14]",1985d535007d86cc77e6d6e778908390
9.17,60,3,"[8, 18, 4]",44ea7e3c3829597d3b17bef9c7b2adf9
9.59,56,3,"[7, 10, 11]",6887cab435224dd7e746651695d211a2
9.56,66,3,"[21, 6, 6]",67dbee1740c97bd5f9857f93ff8d153c
9.63,56,3,"[8, 11, 9]",b009c894a8bd0d3568d6d182d632cb92
9.29,66,3,"[3, 19, 11]",686b8144e5788de88ea233f1bc6ba641
9.08,64,3,"[3, 9, 20]",089b58815cfd93a247ddddfc2071034f
9.92,38,7,"[3, 2, 3, 3, 2, 3, 3]",08f795d16a651b3a3aa8c9e55e30889b
9.17,60,3,"[4, 8, 18]",b2c31bb602c3bc88d779de6cb3d24081
9.15,60,3,"[19, 5, 6]",87142a61156830e4ec363a09d492d986
9.71,58,3,"[7, 12, 10]",4fc2ce391b0b4f9ec13d2323f2f007c9
9.99,66,3,"[17, 10, 6]",edc4b34448687b651ba6b2653cd17972
9.23,58,3,"[15, 4, 10]",30243b0f3a67b7839f57a286a688280b
9.91,64,3,"[6, 10, 16]",f9a388fd74931ab2717b3862a20eb275
9.92,38,7,"[3, 3, 3, 3, 2, 3, 2]",dfc1677ea57ef969355330a5681d7827
9.81,66,3,"[18, 5, 10]",404281c49c7c95a6a165705b789959b6
9.04,66,3,"[8, 22, 3]",1a822e75faf8d732fad0a5e4456e2572
9.37,66,3,"[5, 22, 6]",8678ccb445f531eab0032f7cac57091a
9.98,66,3,"[18, 8, 7]",10a3a6dc8e76b7161a8217e0cb10456a
9.7,66,3,"[16, 13, 4]",c8e3219b1a82a0dc853c05424ef28b66
9.42,56,3,"[7, 7, 14]",f8a992e94a8f00ef8a0eac7cce455d4b
9.11,66,3,"[6, 23, 4]",a0b9d405851a7e1d10d13b952a14cf18
