final_h,final_t,L,d_sequence,hash
23.29,96,11,"[4, 4, 4, 4, 5, 5, 5, 4, 5, 4, 4]",e406fee1d45b71b69ad8e000793359f1
23.29,96,11,"[4, 4, 4, 5, 4, 5, 5, 4, 4, 5, 4]",4375d1a436acd9ae946e68758f59d423
23.29,96,11,"[4, 4, 4, 4, 4, 4, 5, 4, 5, 5, 5]",3bb57cb18fa3b7819298b166759116e5
23.29,96,11,"[5, 4, 4, 4, 5, 4, 4, 4, 4, 5, 5]",ae77f7e702bf33aedc60271b591ad2de
23.29,96,11,"[5, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5]",d1df4dd89ef658350969f51bfb5e6124
23.29,96,11,"[4, 4, 4, 5, 4, 5, 4, 5, 4, 4, 5]",5e17285ae2ced03dd3a808d0b8fe48f5
23.29,96,11,"[4, 4, 4, 5, 4, 4, 5, 4, 4, 5, 5]",92b1e4df4cf4d782a74037b0d3075464
23.29,96,11,"[4, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4]",078a639eec06dceca07da35cb7bc1049
23.29,96,11,"[4, 5, 4, 4, 4, 5, 4, 4, 5, 4, 5]",53da4118b459308fc81a963384fbf502
23.29,96,11,"[4, 4, 4, 5, 4, 4, 5, 5, 4, 5, 4]",c242a0e5e179695b5e02c0f80fb3a43f
23.29,96,11,"[5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 5]",b7da449bc7396defe750351d526bad15
23.29,96,11,"[4, 4, 4, 4, 5, 4, 5, 5, 4, 5, 4]",c5446fa6e731058aca7d5c6e7fe0b2d4
23.29,96,11,"[5, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5]",0ca465f652a72fd096358414a6ebdeaa
23.29,96,11,"[5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 4]",3e7353e4e7bf2bbb38336309dd3c713e
23.29,96,11,"[5, 5, 4, 4, 4, 4, 4, 5, 4, 4, 5]",e789883f694d61aaf0c4dade38bd03e1
23.29,96,11,"[4, 5, 5, 4, 4, 4, 4, 4, 5, 5, 4]",15ffa9852f6b30e75fe8c9075abcf570
23.29,96,11,"[4, 4, 5, 4, 5, 4, 5, 4, 5, 4, 4]",daf6bd6a483bc9ac063df5cab3dec5fd
23.29,96,11,"[4, 5, 4, 5, 5, 4, 4, 4, 4, 4, 5]",268fed949d851cd6bf2065daeaf09cb9
23.29,96,11,"[5, 4, 5, 4, 4, 4, 4, 5, 4, 5, 4]",11a8d6c49ac0007dc4aae9254921663c
23.29,96,11,"[4, 4, 4, 5, 4, 4, 4, 5, 5, 5, 4]",01dc565465ee9f5aa06d686c3d601ea6
23.29,96,11,"[5, 4, 4, 5, 4, 4, 4, 4, 5, 5, 4]",f6b3729870b9a75b15a147f6ad3e3587
23.29,96,11,"[4, 5, 4, 4, 4, 4, 5, 4, 5, 5, 4]",339efc3d00cb03e8667b86899f465f61
23.29,96,11,"[4, 4, 4, 4, 5, 4, 4, 5, 5, 4, 5]",b623bbe2bbcf8f9762417471facf6831
23.29,96,11,"[5, 4, 4, 5, 5, 4, 5, 4, 4, 4, 4]",d6defbd2ad4ceee6651a4c6a291fafe9
23.29,96,11,"[5, 4, 4, 4, 4, 5, 4, 5, 4, 5, 4]",dd127c69343e1dd3b4be50778893b84a
23.29,96,11,"[4, 5, 5, 4, 4, 5, 4, 4, 4, 5, 4]",acb64d6b34df8b500f001a21235f7988
23.29,96,11,"[4, 5, 4, 5, 5, 4, 4, 4, 4, 5, 4]",cde603ccebe428154fcb1ed848351429
23.29,96,11,"[5, 5, 4, 4, 5, 4, 4, 4, 5, 4, 4]",2a42f7f3cc432f58f711eb9750903125
23.29,96,11,"[5, 5, 4, 4, 4, 5, 4, 4, 4, 4, 5]",2301c1f016a244d61a7f7d099554fa5d
23.29,96,11,"[5, 4, 4, 4, 5, 4, 4, 5, 5, 4, 4]",2c36f968e12dd3cf3429464da567f605
23.29,96,11,"[4, 5, 4, 4, 4, 4, 5, 5, 4, 5, 4]",91e9f28f14e737db885d67f2e0bdf9df
23.29,96,11,"[5, 4, 4, 5, 5, 4, 4, 5, 4, 4, 4]",5d50535cd959bfbb16b2a92acef71ba0
23.29,96,11,"[5, 4, 4, 4, 5, 4, 4, 5, 4, 4, 5]",1cab40b1b2e500c1007cddf4054b7020
23.29,96,11,"[5, 4, 5, 4, 4, 5, 4, 4, 4, 5, 4]",eff7ffa21c98e6bf4f9b6d374477793c
23.29,96,11,"[4, 5, 4, 5, 4, 4, 4, 4, 4, 5, 5]",5ec91a1fd3df592db6fe8e2f69d2c5a6
23.29,96,11,"[4, 4, 5, 5, 5, 4, 4, 4, 5, 4, 4]",8c3602832d88f7dec56b931b296726fd
23.29,96,11,"[5, 4, 4, 5, 4, 4, 4, 5, 4, 5, 4]",5f6ea6fab812a7024e969b25d5657586
23.29,96,11,"[4, 5, 4, 4, 4, 5, 4, 4, 4, 5, 5]",c6cafc83b866f211b3145bd8c0c4d116
23.29,96,11,"[4, 5, 4, 4, 5, 4, 4, 5, 4, 5, 4]",eb9178ede3e3159c676722973e71f48f
23.29,96,11,"[5, 5, 5, 4, 4, 5, 4, 4, 4, 4, 4]",e562cedc99efd61dd42547a62f101745
23.29,96,11,"[5, 4, 4, 4, 4, 5, 4, 5, 5, 4, 4]",7eb3d1c20d4ab6a04db7b7142fec837b
23.29,96,11,"[4, 4, 5, 4, 5, 5, 5, 4, 4, 4, 4]",f401435d112052533ca371d3461f7908
23.29,96,11,"[5, 4, 5, 4, 4, 5, 4, 4, 4, 4, 5]",9812e33f8ea8c5927334de281a578800
23.29,96,11,"[4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 4]",fcace4e679fc1dd64a21f8e87745a6cd
23.29,96,11,"[4, 4, 5, 4, 5, 5, 4, 4, 4, 4, 5]",b3ea4730b02edf9876ea8caacfded4c8
23.29,96,11,"[4, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4]",a4441fd6c4fc667ed6a815dfcf6aefd1
23.29,96,11,"[4, 5, 4, 4, 4, 5, 4, 5, 4, 5, 4]",a23e6c246f7b51a9e9caa69203d9aed7
23.29,96,11,"[4, 4, 4, 5, 4, 4, 5, 5, 5, 4, 4]",bd873329a9bf1072e9ed98a5e25f6985
23.29,96,11,"[5, 5, 5, 4, 4, 4, 5, 4, 4, 4, 4]",aa135a29f9ff207f5974fcee8d431ea0
23.29,96,11,"[4, 4, 5, 4, 5, 4, 4, 5, 4, 5, 4]",78b8165f4e3ccd22b8d1edf5f4fd5f9d
23.29,96,11,"[4, 4, 4, 4, 4, 5, 5, 4, 5, 4, 5]",95bcb9473c06ce9e2dc047978552972d
23.29,96,11,"[5, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4]",346fefdedc8834dbf14920f95183f035
23.29,96,11,"[5, 4, 5, 4, 4, 4, 5, 5, 4, 4, 4]",df101de9c7db38c3a631e11bf7d29096
23.29,96,11,"[4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5]",28c5290786ef08cc030ed6014ca2032e
23.29,96,11,"[5, 5, 4, 4, 4, 4, 5, 4, 4, 5, 4]",d651ca6f2f2c7fe8ab85ce8e1d969566
23.29,96,11,"[4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4]",3727b9d6dd04055021d4f3e7f66127b8
23.29,96,11,"[5, 4, 4, 4, 4, 4, 5, 5, 4, 5, 4]",3e47c96ca02c66a205fbb26cdc4f1d6b
23.26,108,9,"[6, 6, 6, 6, 6, 6, 6, 6, 6]",7b8c9f654b5e6b386875e34842366226
23.09,90,19,"[3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 3]",526953bb84d7d93ea48afa74c1c47605
23.09,90,19,"[3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2]",1a859e32a9c6d5e6ba3f3718fac71ee6
23.09,90,19,"[2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 2, 3]",2c0c44ca819338a9c1e851cf59e2c4b7
23.09,90,19,"[3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3]",1e936833a7c908fb46ef75e960f9ce33
23.09,90,19,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3]",adc800c2cf1714ab9442c920f98fb3bc
23.09,90,19,"[2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 3, 3, 2, 2, 3, 2]",753d51b5c67c6f96ef3bcd4545e8a4e1
23.09,90,19,"[2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 2]",1ea160c7eb43e8fff49055d500d8d5cf
23.09,90,19,"[2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2]",300614eba61cf5bed852b592fe1f42d9
23.09,90,19,"[3, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2]",93856a9dc7cf20080637b6c2ce4e2e81
23.09,90,19,"[2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3]",b5e7e5aa9751876a1b042d499447357e
23.09,90,19,"[2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2]",5dd13e736d58adff5229807108ced973
23.09,90,19,"[3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3]",f8d66f4b3385cb7afbaed59b25fd5480
23.09,90,19,"[3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3]",025ae0e5f8f7de54a115725d1a653efc
23.09,90,19,"[2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2, 2]",429c8a62231af9d9a302a380b9e372f2
23.09,90,19,"[3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2]",8d88264f626447398f968700e2737fa8
23.09,90,19,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3]",068789b1c4dde2166249e78c552ee7da
23.09,90,19,"[2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2]",58f3786c85f4b3c663d84efbf67d7c22
23.09,90,19,"[3, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2]",3a44fdc8df98c95ebcc6d30052dfc0f3
23.09,90,19,"[2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2]",f74081fb68fa57c92dfaf797d873f846
23.09,90,19,"[3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2]",a6522817e0562688b2c4e22e06f1db99
23.09,90,19,"[3, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 2]",3b78303c1e576cd87a2692c147f80d5f
23.09,90,19,"[2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2, 2]",bd359a5264e88503a4db03f01af5a0e1
23.09,90,19,"[2, 3, 2, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 2, 2, 2]",7b21fd94665468c464e76f34d3b8e44f
23.09,90,19,"[2, 2, 2, 3, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2]",e03a7ef0ef7a43f4c3ee0996d1a42018
23.09,90,19,"[2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 3, 2]",891937bd4886e9254653cbc10df9901c
23.03,110,9,"[3, 5, 9, 6, 6, 7, 7, 6, 6]",a0e19124c255bf2d61e67b69749a2f0c
23.09,90,19,"[3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2]",975597855f30f24ec7860430117354e7
23.09,90,19,"[2, 3, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2]",4990756114dc4dc5e42587da0fcb6aef
23.09,90,19,"[2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 2]",7c94e1dccff2640499885d9388dd00d2
23.09,90,19,"[2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2]",3a26e8f39c1ae562370f1cfbf70cf949
23.09,90,19,"[2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 3, 3]",18b76b9b03437975bcfbd5f08d4bcb3b
23.07,110,9,"[5, 10, 7, 6, 5, 7, 5, 6, 4]",da02eefd20e153fcc8287581b82c8682
23.02,88,16,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2]",d34d2026267ca1c48fecd6fc896f4087
23.04,110,9,"[6, 4, 5, 8, 5, 6, 6, 5, 10]",926dd303efe8c92a0dbe21f2259eca8b
23.08,110,9,"[6, 5, 7, 3, 8, 7, 6, 7, 6]",f81e2f6fbe051b2cf32186dcf02ffa1a
23.05,110,9,"[6, 8, 7, 4, 4, 6, 5, 6, 9]",7e660c479f27cdaf1e0e74b5f25a3fe7
23.08,110,9,"[5, 3, 6, 6, 7, 6, 7, 8, 7]",3b6cb708e0e0ae32709d7987b2ddcf87
23.01,110,9,"[4, 5, 7, 7, 6, 9, 5, 4, 8]",3c39f0a560d8d057f08f79c05f561fc5
23.02,88,16,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2]",cb3fe10b3528d4a2bbc130e1ddbdf885
23.09,90,19,"[3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2]",8c4ea9faf2aae89066f8663972da27b8
23.02,88,16,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3]",d6d21bf82f4acc1d737ec3736c392626
23.02,88,16,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 2]",de8845f4a683c8ff2af61ab915c5deb3
23.05,110,9,"[6, 6, 8, 6, 5, 6, 7, 8, 3]",691fc8a73103f2c6dd4b7e5d38f49884
23.09,90,19,"[2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 2, 2]",b9de8fb1d92d5ff64e723acc0fa3aef1
23.07,110,9,"[5, 7, 6, 7, 5, 4, 10, 5, 6]",f8302cf15c6b70fcc1598bca972a1ee8
23.08,110,9,"[8, 6, 6, 5, 4, 6, 4, 8, 8]",d0b9e758d86a93466a5e836d4284dcc4
23.02,88,16,"[3, 2, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",c7a53a840ca078aaa851a9198b72278e
23.02,88,16,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3]",454caa9fcbd1bdae4f73430bcb71f198
23.05,110,9,"[7, 4, 6, 6, 8, 6, 4, 9, 5]",04ee81a546e9139b1da8c6f059847500
23.02,88,16,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2]",455eaef67596e991147dc00b52627afc
23.08,110,9,"[4, 4, 8, 6, 8, 5, 6, 8, 6]",fbb1cd4e318b7421befd4a742c99d3a0
23.05,110,9,"[4, 6, 6, 4, 5, 8, 7, 9, 6]",fda5a3f2522ca7660388983147d45412
23.02,88,16,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3]",4f674ac0d2a5850fd67c7769116c29c8
23.02,88,16,"[3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2]",b5f322b611f3d5aaebbdf066391e9be4
23.05,110,9,"[6, 6, 3, 6, 8, 7, 5, 6, 8]",5e6eb462b6bb7a8ec36b01fe7720891e
23.02,88,16,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2]",a4809d1ad061d51a1cd9563ceb64277a
23.05,110,9,"[6, 6, 6, 4, 4, 7, 10, 6, 6]",b2c7a2930ec73bea19d7a257de100acf
23.08,110,9,"[4, 5, 6, 4, 6, 8, 6, 8, 8]",4569fe4fc3117e09f524a65290908465
23.02,88,16,"[3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3]",c87734a98c9399f00b5bfaa2a9539cea
23.01,110,9,"[7, 6, 5, 8, 3, 5, 6, 7, 8]",304e3bc3f643657b2654745dc1be9166
23.01,110,9,"[6, 8, 7, 3, 7, 6, 5, 8, 5]",e883a30776f6fd7fe8a9bf219f21d19c
23.05,110,9,"[4, 6, 5, 6, 9, 8, 6, 4, 7]",307d89eccd1ba28373ded2c61b53557f
23.03,110,9,"[6, 6, 6, 5, 6, 7, 9, 7, 3]",c0836eeb5b9ac3ba62f9fcdb353ae0c5
23.08,110,9,"[9, 5, 6, 6, 4, 7, 4, 7, 7]",95119ec391a24832872efba4ff21ff07
23.02,88,16,"[3, 2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",bdfaaf0b88861f2be1f6717eff465e09
23.03,110,9,"[5, 10, 4, 7, 5, 5, 7, 5, 7]",dec083a59656286c13475f4982b574bd
23.05,110,9,"[4, 7, 5, 6, 4, 9, 6, 6, 8]",1dd045131a0f7708a34345bc6b1980f8
23.02,88,16,"[3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",e31318609f388d5213b54299cbce9153
23.0,110,9,"[5, 6, 9, 3, 6, 6, 8, 6, 6]",9c35142f35ac91c4d7d3baaf6df69b49
23.05,110,9,"[6, 6, 6, 6, 4, 7, 6, 4, 10]",cf093c9fce62f4612a85831fbaad7f62
23.02,88,16,"[3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3]",e552c722c0305b4701e186de12c2cd09
23.02,88,16,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2]",b5990502c68e52fe997920037b8f194d
