final_h,final_t,L,d_sequence,hash
10.02,68,3,"[16, 13, 5]",4a1a4b29a5bac0499d290133782acb59
10.39,68,3,"[14, 8, 12]",a2191ede7e6bcee013cb60c5d5b83d40
10.4,68,3,"[9, 15, 10]",5c8c4f755075fc24ed316ee5ea3d2fb8
10.19,68,3,"[15, 13, 6]",00e71da6388a02d5453cc373078f7835
10.0,68,3,"[19, 9, 6]",d1c2f3fcc0416a490374cb9073ccd40a
10.49,68,3,"[12, 12, 10]",e3f30dc54d0fb4eee4dcfe30b1d32e59
10.02,68,3,"[5, 16, 13]",b82edd67079441af6605a898bfe9eb8e
10.08,68,3,"[10, 18, 6]",44dceb623a075c0f507780779274af63
10.3,68,3,"[15, 7, 12]",dde99dc8eb63ee22f86f83480f5fedfb
10.3,68,3,"[12, 15, 7]",c4cbd39b7946cd23c57f9703f3c06cc7
10.22,68,3,"[17, 7, 10]",4efa4c61915c9c62e19e4b12a4c1f2e5
10.06,68,3,"[19, 7, 8]",4a1c84f27e38e972e9aa958d5686583d
10.98,84,4,"[28, 8, 3, 3]",fa8f7bdd5c24272b7c20e6b8a3d3cef9
10.48,68,3,"[13, 11, 10]",34ddbc890234485fdc4428fd76f05f2a
10.46,68,3,"[12, 13, 9]",4d2be26c0cef5fcce0c98a4530a2d9be
10.5,68,3,"[11, 11, 12]",a45f466dcc579a85c79401b6ea1a612c
10.89,74,4,"[14, 2, 4, 17]",be18fe1d6971bca089e67dc594e1da7f
10.51,40,7,"[3, 2, 3, 3, 3, 3, 3]",693ce326d7d52480bd3d96bd7014a51e
10.46,68,3,"[9, 13, 12]",05fc59399673b94bfad7d24a92c9aea6
10.5,68,3,"[11, 12, 11]",84d23547db70e30fc606bfbe481f1dd9
10.5,68,3,"[12, 11, 11]",edc17ac88bc5f0301158e0c79c63a508
10.46,68,3,"[9, 12, 13]",47a53ec8b8329693beead38a7be9955b
10.44,68,3,"[11, 14, 9]",c05b46ad3d2ff9e289e5fea7ddb048d9
10.46,68,3,"[13, 9, 12]",9b8d3fac13610186657ff4119c5e1f24
10.46,68,3,"[13, 12, 9]",200adc7cb61c6b72d7336adf44c0d25e
10.28,84,4,"[4, 31, 2, 5]",988ba5a618f2e36b390f8ea20d570aa7
10.44,68,3,"[14, 11, 9]",527347c85477420f9590e9b0a12e01fa
10.45,68,3,"[14, 10, 10]",6f1d0f09059181fc1005e253ea23b1d5
10.45,68,3,"[10, 14, 10]",ecd58345530db1c253e27bd888daa314
10.3,84,4,"[30, 2, 7, 3]",e453060b5d1150289cdc0ea972d7fcfe
10.44,68,3,"[9, 11, 14]",5dad823bdae2e355e1a1f1d369ad1138
10.92,94,5,"[3, 36, 3, 2, 3]",505e5052371cfd53f8f33648ab8f73b0
10.44,68,3,"[9, 14, 11]",da68d01f7b0733830c2e576eea3563e2
10.51,40,7,"[2, 3, 3, 3, 3, 3, 3]",9f9659332c3463995e3ae9dd8616bfbf
10.95,84,4,"[3, 22, 15, 2]",b02344b10fdfeb3efefc84c2bf0b1f43
10.91,74,4,"[16, 2, 4, 15]",4a415eabaa182bbfc8dbbab4f9c94775
