final_h,final_t,L,d_sequence,hash
25.14,118,10,"[7, 7, 7, 8, 4, 4, 7, 6, 4, 5]",b59c12e9dad06fc09051dd1ffd79820a
25.14,118,10,"[4, 7, 5, 7, 8, 6, 7, 7, 4, 4]",8f30fa10aa6a40e41e36f5116fd1b6b5
25.14,118,10,"[8, 6, 8, 4, 8, 5, 6, 5, 5, 4]",e5724a5bf2cf8c6444111570fbc6adb9
25.21,118,10,"[4, 4, 8, 8, 5, 6, 6, 7, 6, 5]",13d6e05902b505e537402a53037a35dd
25.21,118,10,"[5, 8, 6, 6, 8, 6, 4, 4, 5, 7]",c0f564a7d1dd39e0fc3c422c76c69972
25.18,118,10,"[7, 6, 8, 5, 5, 6, 3, 6, 6, 7]",0bf703fb1b2006f34aa63ff37dfa8c00
25.15,118,10,"[8, 4, 6, 9, 5, 6, 6, 5, 6, 4]",1b287b67a00eeada7d8136ac5d3a119c
25.17,118,10,"[5, 6, 10, 7, 6, 5, 6, 5, 4, 5]",53f8d78d0d83d1d62660fd6546524204
25.21,118,10,"[8, 8, 4, 6, 7, 5, 4, 6, 6, 5]",a91d1b861bf306cce24e081bda6e489c
25.18,118,10,"[5, 7, 7, 5, 6, 8, 6, 6, 6, 3]",d82919ec24f7b2555d5229d3cd319f48
25.15,118,10,"[4, 5, 4, 6, 8, 6, 6, 6, 9, 5]",e8e4690bc5f29525013922b18eb0a9d9
25.17,118,10,"[7, 5, 8, 9, 5, 5, 6, 4, 5, 5]",6c41bced6c04895922535feeed0c895d
25.14,118,10,"[7, 7, 7, 4, 5, 4, 7, 4, 8, 6]",d5915ad725bfa111f114c28a5fb219ca
25.17,118,10,"[5, 8, 4, 8, 7, 7, 5, 6, 5, 4]",cebd346456e92b0bdb4b8b6cb06870e5
25.18,118,10,"[4, 9, 7, 7, 6, 6, 4, 6, 5, 5]",652ca7a4148af882c7e4fd82ffa45d5f
25.21,118,10,"[5, 6, 8, 7, 6, 8, 4, 6, 5, 4]",c2469b4553c64df865bcb7898bbb5578
25.18,118,10,"[3, 6, 8, 5, 6, 6, 5, 7, 7, 6]",3b6c091707d0ebba483589f83afddad3
25.14,118,10,"[7, 5, 8, 7, 7, 6, 5, 5, 6, 3]",848104f5c97ede969375505f8059c146
25.21,118,10,"[8, 4, 6, 5, 6, 4, 8, 6, 5, 7]",cffbeed37b95a04693d37ec0847d8326
25.17,118,10,"[7, 4, 5, 5, 5, 9, 5, 6, 8, 5]",9cc1f2993abd2a3a4e38c91e54b3aa05
25.21,118,10,"[8, 4, 5, 8, 6, 6, 7, 5, 4, 6]",7c2f8502ecba547b6b2b2a609e59ea63
25.15,118,10,"[7, 6, 6, 6, 4, 7, 7, 3, 7, 6]",e3129b1915bc1e3d3cb1c9274cd68b0c
25.17,118,10,"[8, 7, 6, 8, 4, 5, 4, 5, 7, 5]",68a552c996f1720d8ca0fb9c3fb26186
25.21,118,10,"[6, 8, 7, 4, 6, 5, 4, 5, 6, 8]",32742984839a2b11b0caf741520cea39
25.21,118,10,"[6, 4, 10, 5, 6, 5, 6, 6, 6, 5]",d80007772bf02cba74562a5fc66a0450
25.13,118,10,"[3, 6, 9, 6, 7, 5, 6, 6, 5, 6]",f7b799c512425f2630cbae4f50f1a545
25.17,118,10,"[5, 7, 5, 9, 6, 5, 5, 8, 4, 5]",183aa980533952b8c5f456f756805061
25.13,118,10,"[7, 5, 4, 5, 7, 5, 6, 5, 10, 5]",edae96595251e338fa6cbfd363398c0c
25.21,118,10,"[6, 7, 6, 7, 6, 7, 5, 3, 5, 7]",067341fbde53d450f665bde612348c3c
25.17,118,10,"[4, 8, 7, 4, 5, 5, 8, 5, 7, 6]",77b126f901fc6f5d1b718a77a016b7e2
25.17,118,10,"[4, 4, 5, 8, 6, 5, 7, 5, 8, 7]",16eb8f868ce61ae0c194c8fdbe23df13
25.12,118,10,"[6, 6, 4, 3, 6, 6, 7, 7, 8, 6]",fe4be62f1d4e6976e1e62932de3a69b4
25.02,96,18,"[3, 2, 2, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3]",d7e6a9ebd80f66e4e4099f354d3c2a2d
25.02,96,18,"[3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3]",4afdbb7cb26a2ad85b0fc6edc57ac4a8
25.02,96,18,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3, 2]",0abda5a00acc46a19e58ede67b2f6b37
25.02,96,18,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2]",c1dd2aff31d63d784520b3a79795327d
25.02,96,18,"[2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3]",4f9dc2cca24c4e0d6d0ab919fbfa877b
25.02,96,18,"[2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3]",f39d95cc05467bb07360104a90635449
25.02,96,18,"[2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3]",0d0cc75511904725da7bb33a8af78121
25.02,96,18,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2]",c4cdc3e2ebbb8d6dd30c27169f99312a
25.02,96,18,"[2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3]",15f8757e2f2bab9d2d10c6cc6f6cbe64
25.02,96,18,"[2, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2]",4e178c8884d3bd7eb6e5a5c62621cc2c
25.02,96,18,"[3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 3, 3]",4aab4c382fc207ce45e112558c790580
25.02,96,18,"[3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3]",1df44e646f151dc518400a31fe1ae427
25.02,96,18,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 2]",25418a65654be200610ac72a58aced57
25.02,96,18,"[3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3]",31d6e71a559fbddce0f7465437f52b94
25.02,96,18,"[3, 2, 2, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3]",4952a41affef77727cd3e5bec7ee1058
25.02,96,18,"[3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 2]",f31b04067303adad0b9acb86b63e3c51
25.02,96,18,"[3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3]",e9ebad4f312de42601c87baacd3689a8
25.02,96,18,"[3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3]",f6d3950ee2dc62c0c18324272dd245e5
25.02,96,18,"[3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",df9cfb278cb710d877e5f949a007d681
25.02,96,18,"[3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3]",bc0aa00ff4fe09e062b919f02f41d868
25.02,96,18,"[2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2]",3485ccb602bb55635e49e0a6ec5386b5
25.02,96,18,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2]",1d4eb171dfae9ed56091ead01c282070
25.02,96,18,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 3, 2]",2c9b2b7a2973de66a88fd59a2cfaa0d3
25.02,96,18,"[3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3]",509a0450be0aca888a445bbbb6700450
25.02,96,18,"[2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",447b67c51c17181ecb9eec8ebd5c67a0
25.02,96,18,"[2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3]",4f036dd6206cf8858bf9378a3ac16732
25.02,96,18,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2]",f8d4ab188fdd54be7c4a22911648e8a7
25.02,96,18,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3]",b92a20bd39606e54ee8fb4f1e5e2a9e0
25.02,96,18,"[3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 2, 3, 3]",908b5947c4c0654459e445b250f28370
25.51,134,9,"[9, 7, 7, 4, 6, 10, 9, 10, 5]",1b18407b8823f0b69dca8763e95d819f
25.51,134,9,"[11, 10, 9, 6, 4, 6, 8, 6, 7]",461d85781be9958a4410072ce7f89bd2
25.02,96,18,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3, 3]",e1ae02d55b9ef6c94c619b25c0e3bdbc
25.53,134,9,"[5, 9, 10, 5, 7, 8, 7, 5, 11]",b97ec8d4e1ccd4da43e00086bbbfa168
25.57,134,9,"[5, 9, 7, 5, 11, 5, 9, 8, 8]",faa9348975012da1d04ba20caee7a357
25.57,134,9,"[6, 7, 4, 7, 7, 7, 9, 12, 8]",05f35102d38bbc832bdc14c87b6ac1d0
25.5,134,9,"[7, 10, 7, 7, 11, 5, 9, 7, 4]",6c3156d4947ab55ed734e7f57822ae88
25.53,134,9,"[9, 8, 8, 10, 10, 5, 4, 6, 7]",e5e7640b73852b5e4279fa2a9079147a
25.54,134,9,"[4, 5, 9, 7, 7, 9, 8, 11, 7]",bdac73926af58118dcd86959ceb6964d
25.53,134,9,"[7, 10, 5, 5, 7, 8, 11, 5, 9]",22b1aa63484504208919c01201e9c05d
25.54,134,9,"[11, 6, 10, 6, 6, 8, 8, 8, 4]",30502865d213cefe26ea74c22150e888
25.58,134,9,"[9, 7, 12, 5, 7, 6, 9, 7, 5]",4a4a7576cdbaeab2305b92e17cf46207
25.02,96,18,"[2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3]",3ebff4dfde1e0ae5bbd5b71ff3d7edf5
25.53,134,9,"[5, 6, 6, 10, 10, 10, 9, 5, 6]",7673869e3efb345d2881f35ca17fbc8c
25.02,96,18,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3]",14ca48196cc088820fbffd6cbb49174f
25.57,134,9,"[11, 6, 9, 8, 5, 10, 5, 7, 6]",c4aeae3066bf5d8f00d8b0b360e04645
25.55,134,9,"[10, 5, 8, 10, 4, 8, 8, 6, 8]",c193e8a014fb268c64f4040f8e769ec8
25.5,134,9,"[8, 7, 8, 7, 7, 9, 10, 3, 8]",18b9ba635d5b9a768204b80e9c7ab955
25.52,134,9,"[5, 11, 9, 5, 9, 9, 8, 5, 6]",174132b611c706a41cc76eda3d802c13
25.57,134,9,"[6, 9, 8, 4, 8, 10, 9, 8, 5]",2422ff13ed1dfc3f507609f600889e4e
25.49,134,9,"[7, 6, 9, 8, 9, 9, 3, 8, 8]",55670330431b540b945ad08d0e05e7ce
25.5,134,9,"[10, 8, 8, 8, 9, 7, 7, 3, 7]",1e2edc5ab38b4e1ab92f39ed966b8b08
25.6,98,18,"[3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3]",27ba7b4707727510278e3f500fd76b9f
25.56,134,9,"[6, 5, 8, 7, 7, 13, 9, 6, 6]",f87f70370062c2fa0a3e4538faf62f49
25.53,134,9,"[11, 6, 6, 7, 9, 9, 9, 6, 4]",26662b644416f8537ec28c82bd42ef10
25.6,98,18,"[3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2]",9101d181762120c4c6f916168ac7d14f
25.53,134,9,"[7, 5, 8, 12, 8, 5, 8, 5, 9]",0b5eefc9447720ad58cc19d03e73a2bd
25.57,134,9,"[5, 8, 6, 9, 7, 5, 6, 10, 11]",c351c0aa9057465fb7431533bed9ba4b
25.55,134,9,"[6, 7, 9, 9, 10, 6, 6, 4, 10]",1851cf99a9befdfad0d29495bdc5d95d
25.53,134,9,"[7, 5, 10, 8, 7, 9, 5, 5, 11]",12afb44586c040da15bb073e79368f1b
25.56,134,9,"[7, 4, 8, 9, 5, 10, 10, 7, 7]",ccca06339b008e5de02ca365d112cdda
25.51,134,9,"[6, 6, 8, 9, 11, 7, 10, 4, 6]",34647608b9341dc94423c337d28bb760
25.52,134,9,"[5, 5, 9, 6, 11, 11, 6, 7, 7]",98efc861527e0fde9050ef5fa60abadd
25.6,98,18,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 2, 3, 3]",ee730414941d96a69c407ea948acc9ff
25.49,134,9,"[9, 8, 7, 8, 6, 8, 9, 3, 9]",18c5177d512935a583c411ee6d0af19f
25.6,98,18,"[3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2]",ff13a58d6a02c381e68a2a6f88a3d574
25.6,98,18,"[2, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3]",912b7852fc54596d7407aca4b2caa613
25.6,98,18,"[3, 3, 3, 2, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3]",30f3987a1a155360941dc2561fac49b1
25.6,98,18,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3]",47f3896a90a0f25dbef4bc31804d0d98
25.6,98,18,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2]",a1320cd27b8a08e29a6d9a46fad19f9b
25.6,98,18,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2]",d46899f418ab6d840c946736849dcce3
25.6,98,18,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 2, 2, 3]",3218984870694346a8c669f9905c348b
25.54,134,9,"[8, 6, 7, 8, 5, 13, 8, 5, 7]",4dbb4ba1af46b6f4a63b131a7ad6135e
25.6,98,18,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3]",4f318c00a5efc2a7c0d8aa574e6f03b9
25.6,98,18,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2]",bba8c0d592e9d77f4981dbb632493494
25.6,98,18,"[3, 2, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3]",f4026121139dc1068ecf9f0f9bd19cf7
25.6,98,18,"[3, 3, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3]",f51e8195f4a3cc68983360c8fe2419cb
25.6,98,18,"[2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3]",641225fc6fbfcabff1e890b4a80f9b5f
25.6,98,18,"[3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",c4706cfb11ea0552fff5b2bf6360bc22
25.6,98,18,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2]",fc02de76eaa5b403a29c47dca44b6a18
25.6,98,18,"[2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",5743e018985d7a7a7cd4ec0da3cc2b6d
