final_h,final_t,L,d_sequence,hash
21.43,82,15,"[3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2]",f2c91a640ddc2145f20689267e2f3414
21.43,82,15,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3]",31d44814c27fb94fa57a89acce784ed0
21.43,82,15,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3]",472b609e0e9ab29b50a5fc1abb6e2a62
21.43,82,15,"[3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3]",8d3488b3202397b5238ff1c5d287ba5f
21.43,82,15,"[3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3]",156256709ed1a8c681ca484bac3591b7
21.43,82,15,"[3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3]",7ccad9460a02c5b8e2b0134831843ddd
21.43,82,15,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2]",f8f556ec1584df66dd99c0ff85eb698d
21.43,82,15,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",10a2de083dcfbd23fc9530a234667ada
21.43,82,15,"[3, 3, 3, 3, 2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3]",997fdb85b4289aeeb35f55baaacc2f4f
21.43,82,15,"[3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3]",021e1c2a2dbcaade07adaa3dd5d2c845
21.43,82,15,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2]",db786d2d8c4b5706ee43e723b3c51c40
21.43,82,15,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2]",f54f058f1910a3f107c96d19b185ed43
21.43,82,15,"[3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3]",106d9c8d8fbd3880881ca784e001939f
21.43,82,15,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 3]",f41bcd7832ad1fdf2cf2e37364d3cf49
21.43,82,15,"[3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3]",e884176d94e614f2edf17280c7ba5f08
21.43,82,15,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2]",86edb8e8ef341fb5276e847d998d4010
21.43,82,15,"[3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2]",84e6df8a24737094993e256a58581ca6
21.43,82,15,"[3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2]",27cab7f5329893faef0d73c3ff175092
21.43,82,15,"[3, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",11f4962506d4907a593e5a60994097ec
21.43,82,15,"[3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3]",84b2dcff1cb5cc09c0da02b8e3cb93ac
21.43,82,15,"[3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 3, 3, 3, 3, 3]",315de0aaf2538578421b1ac16de66865
21.43,82,15,"[3, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",600116fa61ecc3d15010ee7bc41cc007
21.43,82,15,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2]",10e3d97021d3131dc9953cf43326d4d4
21.43,82,15,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3]",3e19dd5c4a4451fc269c2a58fe1a5305
21.43,82,15,"[2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3]",3c42a3aa9250dcf928265fab9dd874ea
21.43,82,15,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3]",07138a042092c40999834e8d2ca5d06c
21.43,82,15,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2]",6201d6b5c01b90131eb50c023fea955a
21.43,82,15,"[3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3]",3fc7faed3ae024c09bf3889db8eac646
21.43,82,15,"[3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",246c74c0401ee0a055495d6259959219
21.43,82,15,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2]",46582c2c81955fbdf05ae25cb380dd83
21.43,82,15,"[2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2]",2e1a3b3af07ded92ff7bea361226ea6a
21.43,82,15,"[2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2]",c70e566f4ba8195c69e920a437b9c72d
21.32,132,7,"[17, 9, 3, 13, 11, 5, 8]",9587c7c3e0dd6c5dbe3132e85bf26d9f
21.47,108,8,"[4, 7, 10, 9, 4, 6, 8, 6]",041dc82a17ff7db46d38332807838483
21.55,132,7,"[7, 18, 6, 9, 6, 15, 5]",39897fadb441016fe38dbec4b40eebb6
21.22,132,7,"[13, 12, 14, 4, 4, 5, 14]",b391c2cc044036175ff87c75bdfdc16c
21.31,132,7,"[15, 14, 14, 7, 6, 7, 3]",92346147e8b1df16173a3e59ed58caf8
21.74,132,7,"[3, 9, 15, 8, 12, 9, 10]",f6d31f545533362acd0ce75abcb18f3c
21.12,132,7,"[6, 3, 12, 5, 13, 18, 9]",21c15a11d6d9f9949e0eb3e5aed9375a
21.58,86,11,"[4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4]",a27abff531f8b7e707fbb4d477ba5c03
21.44,132,7,"[9, 4, 14, 8, 11, 4, 16]",b5ed95e567ab11aef6230b617b7afc67
21.58,132,7,"[10, 7, 11, 3, 8, 17, 10]",7184c4491bbd5f885aa8dbef1e2470d7
21.39,108,8,"[9, 9, 7, 3, 6, 6, 9, 5]",99e6e5e07ca9fb29867ec942f2bd7bed
21.57,132,7,"[15, 5, 9, 11, 7, 15, 4]",dfe13e1529945f167a4fdd7da0bc6c5a
21.68,132,7,"[4, 13, 12, 8, 7, 16, 6]",c857ea4eab3b5f1e7f8a59661c8773e6
21.44,108,8,"[8, 9, 4, 11, 5, 5, 6, 6]",f97bd7f17e1f9abf7567de8f690bb90c
21.41,108,8,"[6, 4, 7, 9, 6, 7, 11, 4]",dbaf75b92854c0e5e63477d69f4ee00b
21.41,108,8,"[3, 8, 7, 11, 6, 6, 6, 7]",bff42155cb0c31583e29cd9fc6e59dea
21.47,108,8,"[5, 8, 9, 6, 3, 7, 8, 8]",8f13f1f5057bae19c2788206d833cab8
21.45,108,8,"[8, 9, 7, 5, 9, 7, 6, 3]",854061f11afe487bfac85a3cd732b68c
21.43,108,8,"[7, 4, 9, 5, 4, 8, 7, 10]",2f934bf8a6816b45cb7006fd9eb6742a
21.44,108,8,"[8, 6, 4, 11, 6, 7, 4, 8]",7430c565f7ff9baa69dbe79b6543106f
21.4,108,8,"[9, 8, 4, 8, 10, 6, 5, 4]",ea77b2c222402ea991e56b393dbeb9e7
21.48,108,8,"[10, 5, 5, 4, 6, 9, 6, 9]",3f6b363288e296362b1bb87a0188a7e7
21.43,108,8,"[8, 8, 10, 5, 7, 6, 7, 3]",4790995ea43848e278dd05ee17b4b3c5
21.93,92,10,"[5, 5, 5, 4, 4, 4, 5, 5, 5, 4]",2766ea13dffe0851276da2ac5245a7c9
21.47,108,8,"[6, 3, 7, 8, 6, 6, 8, 10]",df84547c1d0d07f29088b4ddbb972672
21.44,108,8,"[11, 8, 6, 9, 5, 5, 6, 4]",3d03d2a369ff537f0ec098dbe13da021
21.48,108,8,"[5, 6, 12, 5, 9, 5, 6, 6]",32795a5aa2822d7e9d2220e829ebb215
21.41,108,8,"[7, 9, 7, 7, 10, 6, 5, 3]",35a1e872164e9e5e13717075b5f92b11
21.47,108,8,"[9, 8, 4, 9, 5, 7, 8, 4]",2f5fe2e5cacfa498c72663bf183f005d
21.47,108,8,"[6, 5, 8, 7, 6, 6, 4, 12]",4e0af71fb6224474e07f13213cf1cd75
21.45,108,8,"[5, 13, 7, 6, 6, 5, 7, 5]",cf10054396bbae8e9d65d1013b9f0d38
21.48,108,8,"[7, 5, 9, 9, 7, 7, 7, 3]",84b5d075ef1e9052e0a4b5811b9e54e2
21.45,108,8,"[9, 7, 8, 6, 9, 5, 3, 7]",d08b189b95bb9f67b68bb0f940cc4119
21.41,108,8,"[6, 9, 5, 3, 7, 7, 7, 10]",b2250f6f45211f176b1a9f1a24ee64df
21.58,86,11,"[4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4]",c36086169dd2c9b1fd249787aebdb309
21.43,108,8,"[6, 3, 8, 8, 7, 5, 10, 7]",f8e70388a10d7ed93f36dfc140f56e44
21.45,108,8,"[6, 3, 7, 7, 9, 9, 5, 8]",131aab2481c40774d8e59c7ce023baf2
21.4,108,8,"[4, 11, 7, 5, 8, 7, 8, 4]",4adf1c466cd148f5ad04e2d017287cba
21.45,108,8,"[7, 5, 9, 7, 4, 4, 9, 9]",242bccac4aedc27cb2680ca97ea4e6e6
21.47,108,8,"[5, 3, 6, 9, 8, 8, 7, 8]",2ba74bd0a6894ec4387b870abc21dd70
21.47,108,8,"[5, 9, 4, 8, 8, 4, 7, 9]",db5c7b1a5202bb53d5b6717ea0459613
21.43,108,8,"[10, 7, 7, 8, 6, 5, 8, 3]",a95e1caddbc4bca52380107ce403a0ed
21.47,108,8,"[10, 8, 6, 6, 8, 7, 3, 6]",a344dfc9cd968e3659c1e1f10460b944
21.58,86,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3]",a317833b1ea0ea7bc26a0497756d776d
21.58,86,11,"[4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4]",1c1c234dbdc267e2b6d99ffe3fde1d92
21.58,86,11,"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",6621749a412179c34e56bde0d3403682
21.93,92,10,"[5, 5, 4, 4, 4, 5, 4, 5, 5, 5]",3f91c0b7f1c30fe9fc0f560f2ef95196
21.43,108,8,"[4, 10, 5, 9, 4, 7, 7, 8]",b43569ae9059f02127d0041f41838067
21.42,108,8,"[9, 8, 9, 6, 6, 3, 8, 5]",04cf3f383fec607170c08af378782e1c
21.93,92,10,"[5, 5, 4, 4, 5, 5, 5, 4, 5, 4]",4e80ee6e37eed0642c06a3c4495ac77a
21.93,92,10,"[5, 5, 5, 5, 5, 4, 4, 4, 5, 4]",eaef7a0fc302ad4259f910c545140d8c
21.58,86,11,"[4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4]",cb2d0717d710c4eb95ea8a218e1eb0b3
21.58,86,11,"[4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1d6b9e74e260f421704763b8d478539c
21.93,92,10,"[4, 4, 5, 4, 5, 5, 5, 5, 4, 5]",cc3dd33822ba7dcf8caf43372bb05ca3
21.93,92,10,"[5, 5, 5, 4, 5, 4, 5, 4, 5, 4]",642a792c5bd31e71beb01ad489ab8a11
21.93,92,10,"[4, 5, 4, 5, 5, 5, 4, 5, 5, 4]",06d68574e9fbdef9123da347e46a7b65
21.93,92,10,"[5, 5, 5, 4, 4, 5, 5, 5, 4, 4]",6357d9e9b0f7d4f5487780d05a06e9f7
21.93,92,10,"[5, 5, 4, 5, 4, 5, 4, 4, 5, 5]",9bd3edf295679714c4a184eae0632529
21.58,86,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4]",7ea7b080a709da3a5c0f98499005123d
21.93,92,10,"[5, 4, 5, 5, 5, 5, 4, 4, 5, 4]",58bd00d82226195b859b65099f87c1b7
21.93,92,10,"[4, 5, 5, 5, 4, 5, 5, 4, 5, 4]",7e3d264993e8329c5a6cc0c8253f6ee5
21.93,92,10,"[4, 5, 5, 5, 5, 5, 5, 4, 4, 4]",daec915a93f2c2bf2e82d18ac861f105
21.93,92,10,"[4, 4, 5, 5, 5, 5, 4, 4, 5, 5]",68f13e89730bf4686280b1ae2610dac6
21.93,92,10,"[4, 4, 5, 5, 5, 4, 5, 5, 5, 4]",b8703973cbfb6c5fdb703efdf22a985c
21.93,92,10,"[5, 5, 4, 4, 5, 5, 4, 5, 5, 4]",9c5c8676e03f3bb4a595e5012c07782d
21.93,92,10,"[5, 5, 4, 4, 4, 5, 5, 4, 5, 5]",a282533a99095cf21d7404b69206e18a
