final_h,final_t,L,d_sequence,hash
28.49,116,14,"[5, 4, 4, 4, 3, 4, 4, 4, 6, 4, 4, 4, 4, 4]",2db670e5120b542e5a1093299bdc9969
28.46,116,14,"[5, 5, 4, 4, 4, 4, 5, 3, 4, 3, 5, 4, 4, 4]",4ce711988b8d9604b7e853854bc9bb65
28.46,116,14,"[4, 4, 5, 4, 3, 3, 4, 5, 4, 4, 5, 5, 4, 4]",1324d5d5068ce88c9311dc0351f5b335
28.49,116,14,"[4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 5, 4, 3]",e1cd4ca615ad1aa70fb205ed2db92e18
28.49,116,14,"[5, 4, 4, 4, 6, 3, 4, 4, 4, 4, 4, 4, 4, 4]",1d9f9f45bcca55bb96c19fcf9c04bfd2
28.46,116,14,"[5, 4, 5, 5, 4, 4, 4, 5, 3, 4, 4, 3, 4, 4]",a16afab87c87e24e3d41c314352218c9
28.49,116,14,"[4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 4, 3, 4]",cd3ab2ce41c9eabdd1a4b92155319c9e
28.46,116,14,"[5, 4, 4, 4, 4, 3, 4, 4, 5, 5, 5, 4, 3, 4]",b6a5ca838fbfa0bd812e4074834d6b58
28.46,116,14,"[4, 4, 5, 4, 4, 4, 4, 5, 4, 3, 5, 4, 5, 3]",b1f91ec742c6a1666594d7c829c58504
28.46,116,14,"[4, 4, 5, 3, 5, 4, 4, 3, 5, 4, 4, 5, 4, 4]",3431ae02d0eb0627b9e193cf7a3eb88e
28.49,116,14,"[4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 6, 4, 4, 4]",423a1ac72159280a33bb3a89041d0bdd
28.46,116,14,"[4, 4, 3, 5, 5, 4, 4, 4, 4, 4, 5, 5, 3, 4]",a445f97d7b84abc0e0c15a057f05d62e
28.46,116,14,"[3, 4, 5, 4, 4, 4, 5, 3, 4, 4, 4, 5, 5, 4]",1dfa8468fa3aa60f288dd3d70a7fc57a
28.46,116,14,"[5, 4, 5, 3, 4, 4, 4, 5, 4, 4, 3, 4, 5, 4]",69350135b1571cc727fa6a56593a0639
28.46,116,14,"[4, 5, 5, 3, 4, 3, 4, 4, 5, 5, 4, 4, 4, 4]",d51d62b2a3463600c4f9bb645cb641ea
28.49,116,14,"[4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6]",6989a020369576f5d940c92d0295a644
28.46,116,14,"[4, 3, 5, 4, 4, 5, 5, 4, 4, 3, 4, 4, 5, 4]",d149fdaf80f59645a9df7774e43c0f91
28.46,116,14,"[4, 5, 5, 5, 5, 4, 3, 4, 4, 3, 4, 4, 4, 4]",130d18ca299323b90d7598c1bf17aadf
28.46,116,14,"[4, 4, 5, 3, 4, 4, 5, 5, 5, 3, 4, 4, 4, 4]",23db78d74b2dc3c6b51c3ccd48391de2
28.46,116,14,"[5, 4, 4, 4, 4, 3, 4, 4, 5, 3, 4, 4, 5, 5]",62d4240a6599ef40ad7d178ffdcba3f3
28.46,116,14,"[4, 4, 4, 3, 4, 4, 4, 5, 4, 5, 4, 5, 3, 5]",a3f3e1695e44ce5d21932e40931777f9
28.46,116,14,"[3, 4, 5, 4, 4, 5, 4, 4, 5, 4, 4, 4, 3, 5]",043954adc91f573fb6ac6418f4ad064f
28.49,116,14,"[3, 4, 5, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4]",9279020fa271e824a2b315c7a0a0cd21
28.46,116,14,"[4, 4, 4, 5, 4, 3, 4, 5, 4, 4, 5, 3, 5, 4]",e19e49e5ffd68aa8a61be878daa63574
28.49,116,14,"[4, 4, 4, 4, 6, 3, 4, 4, 4, 4, 5, 4, 4, 4]",609e2cd648064e3795dd49cf1ceac47c
28.46,116,14,"[4, 5, 5, 4, 5, 3, 4, 4, 4, 4, 4, 4, 3, 5]",8cf75d2202f364fc934d9de1b7dc7f0c
28.46,116,14,"[4, 5, 4, 5, 3, 4, 5, 4, 5, 4, 4, 4, 4, 3]",35a5a4f17a2b9560b3705f03000c87c5
28.49,116,14,"[4, 4, 4, 4, 6, 4, 4, 3, 4, 4, 4, 4, 5, 4]",015fedc8679920dfa31cf7ce078639b3
28.46,116,14,"[5, 5, 5, 4, 5, 3, 4, 4, 4, 4, 4, 3, 4, 4]",c4701f931655698a33001924249dceca
28.46,116,14,"[4, 4, 5, 3, 4, 4, 4, 4, 5, 3, 5, 5, 4, 4]",597f2957687c6991ae9e9752b83711d0
28.46,116,14,"[4, 3, 5, 4, 4, 4, 4, 5, 4, 5, 3, 4, 5, 4]",4663e66e9ac84e2f05f22826b9a9ef7f
28.46,116,14,"[3, 4, 4, 4, 4, 5, 4, 4, 4, 5, 5, 3, 4, 5]",b670367086c241a0a98c0f187dc5d93e
28.49,172,9,"[8, 12, 13, 12, 8, 7, 8, 14, 4]",eb5d524e5ba73aabae7a0d06fb7619f2
