final_h,final_t,L,d_sequence,hash
22.26,86,13,"[4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3]",3bc32ac560cdd3bdabdbf411c3cbfb21
22.26,86,13,"[3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4]",5a6bd526f7bdb5d2ed1e9f5ad768af63
22.26,86,13,"[3, 4, 4, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3]",24972df55285e4cd29c8ee81128f22ab
22.26,86,13,"[3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4, 4]",fd28198fcf4dc53276a1d3abce4b25e8
22.26,86,13,"[4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4]",a5f85a46ea57457cc2731a31aee8bce4
22.26,86,13,"[4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3]",7dca6f567ccbb6e4f147528b8613d845
22.26,86,13,"[3, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 3]",161e35ab87ed777c3d35bd5aa1d4e7ac
22.26,86,13,"[3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4]",e26cc2a37c20f8ef07dab7d55724de4e
22.26,86,13,"[3, 4, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3]",b129f13016789f3e2b88064999b54f49
22.26,86,13,"[4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3, 3]",c6b60cfbd73ed88dc38db97484e7c02a
22.26,86,13,"[3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3]",33c36feace1052c487a827c03ce22e50
22.26,86,13,"[4, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3]",2c95f32f6b98cfe228476455266b869d
22.26,86,13,"[3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4]",d7841066d2503f002bcc871c48e4d7e6
22.26,86,13,"[3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4]",37f86f1bd61167d3a22a14a4d9227785
22.26,86,13,"[3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3]",b81276f9d99b891f34240fc8e2938924
22.26,86,13,"[3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3]",cc928e8998584f3c5d1ce372b17b62a3
22.26,86,13,"[4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4]",70f0f7db8686f786680b4183a2bda3e3
22.26,86,13,"[3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 4, 3]",433bb52ad14754504155ddc2d4696dee
22.26,86,13,"[3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 4]",fb8ea1c5c21b932eaff38b1e7eca2eb6
22.26,86,13,"[4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 4, 3, 3]",514e26d82ac035d21650e44099dec712
22.26,86,13,"[3, 3, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4]",a3abbffdfff8691209dc587e39fb57ed
22.26,86,13,"[4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4]",dcc51a90cedb55635ceb2338f35566db
22.26,86,13,"[3, 3, 4, 4, 3, 4, 3, 3, 3, 3, 4, 3, 3]",5887361d76d5b41a7b32404e63a621d0
22.26,86,13,"[4, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3]",1fc314a1457d416f118169812cbe0f2d
22.26,86,13,"[3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3]",a9afd8bd8ded305db9d26ca24eb98d54
22.26,86,13,"[3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3]",08648ec34063c0ff5ab1bc4bd5ec132e
22.26,86,13,"[3, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4]",3e4f81f7ae6186094d8232e4cebcdf79
22.26,86,13,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 3]",64190cc9c0c149785212fc76fd886845
22.26,86,13,"[3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3]",c8e12216c217d8c54231c8c9f03d9a78
22.26,86,13,"[4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3]",acd2c2e26836a7d4912ca0428f82101c
22.26,86,13,"[3, 3, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3]",eed046505a599940e4dfb320bd0c5725
22.02,84,15,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",6d0946db7902cb180eeab814278cdb4a
22.0,88,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",46f3ca146321d796555f33e0f39eb140
22.02,84,15,"[3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3]",7be3c23efcc82daa033d33553c06d27a
22.02,84,15,"[2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",9fb9fe56d31f5a1555798962e602f838
22.02,84,15,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]",6cccd8955b275634fd5a8cfcd0ce58f8
22.02,84,15,"[3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3]",0300b1f3305f94507b103c63c27afe5e
22.02,84,15,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2]",f01863c921de7a2a2d097d7c286fed83
22.02,84,15,"[3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3]",43daae042dfb415cfce77f22856ad2d3
22.02,84,15,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3]",4c853797925a7fc680f3e9ad802e4dc5
22.02,132,7,"[5, 13, 10, 6, 12, 13, 7]",d2831543b178d983e94a74de29cf90f3
22.02,84,15,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3]",ab0e3c7ef8b03ff2eafe6be6fadb9b61
22.02,84,15,"[3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3]",1c6aad9dc37b3cec7cfe17d101d4627b
22.02,84,15,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3]",108008e1124528fa9023080e2cf32400
22.02,84,15,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2]",facb3d20317ec075cd39b1009b44f76a
22.02,84,15,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2]",28c5c041f5384f55cdfa49ad496ba42e
22.02,84,15,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",de956333ed44fed40db1fbe3849f7203
22.04,132,7,"[8, 11, 6, 13, 5, 9, 14]",783d42d3a62a5799341298de886abf8d
